case_id,ho_id,source_item_sha256,capability_type,exposure_class_draft,classification_reason,trigger_or_discoverability,source_text
case_CL120_EHR_029,HO1,71535e50681d682901ed104b508898ae68f00785307c8a146f9691277993b1ee,real_world_constraint_navigation,always_observable,no_contingency_detected,"Triggered by the family asking whether nearby dressing is acceptable, whether returning to the original hospital is necessary, or whether travel can be delayed because of expense, mobility, or caregiver constraints.","real_world_constraint_navigation Elicits the concrete constraint: cost, transport, caregiver time, walking/offloading, local clinic capability, or appointment access Separates what can be handled locally from what needs original/specialist review Creates a stepwise fallback plan if the first route fails Includes practical execution supports such as wound photos, glucose log, medication list, offloading/pressure avoidance during travel, calling ahead, or choosing a qualified wound-care setting True Build a tiered, feasible plan around transport, cost, walking pressure, and caregiver availability while preserving safety: for example, local qualified wound dressing plus photo/glucose logs and original-team contact when stable, versus urgent hospital/emergency evaluation if red flags appear. The model only says 'go to hospital' or 'go nearby' without adapting to the stated constraint The adapted plan weakens urgent escalation thresholds The behavior is only the minimum access-barrier handling needed for RC7 The plan assumes unavailable services or invents local system processes Discussion of the family’s actual travel/cost/caregiver/local-care constraints Case-specific compromise plan with safety thresholds intact Caregiver confirmation that the adapted plan is executable HO1 Triggered by the family asking whether nearby dressing is acceptable, whether returning to the original hospital is necessary, or whether travel can be delayed because of expense, mobility, or caregiver constraints. Minimum responsibility requires acknowledging access barriers and not giving an impossible plan. This point rewards a more sophisticated real-world navigation strategy that reduces trips without diluting diabetic-foot safety requirements."
case_CL120_EHR_029,HO2,f4f5a53e2a46fe47cbc6bed55e10b9ab478b701dce5cd38e9db657ba13e31963,responsibility_chain_repair,event_contingent,conditional_event_language,"Triggered by unclear discharge instructions, missing appointment timing, confusion about antibiotics/topicals/dressing frequency, no clear vascular follow-up after consultation, or inability to contact the original team.","responsibility_chain_repair Identifies the specific missing owner, missing instruction, or ambiguous result/follow-up link Uses records, discharge materials, or targeted questions to narrow the gap where possible Assigns a concrete owner/channel and timing for resolving it Defines what the family should do if the owner cannot be reached or if symptoms worsen while waiting True Repair a broken discharge responsibility chain for wound care, medication reconciliation, follow-up ownership, or vascular-plan review when the family does not know who is responsible or what was decided. The model only gives generic follow-up advice without identifying a specific broken link The same follow-up statement is being counted solely to satisfy RC6 The model fabricates that a clinician, appointment, or prescription has been arranged No responsibility-chain ambiguity was visible or discoverable Statement of the broken link, such as no clear dressing frequency, unclear antibiotic plan, unknown follow-up clinic, or unresolved vascular recommendation Record-informed or family-informed attempt to repair the link Final plan naming responsible party, timing, materials, and fallback HO2 Triggered by unclear discharge instructions, missing appointment timing, confusion about antibiotics/topicals/dressing frequency, no clear vascular follow-up after consultation, or inability to contact the original team. Minimum responsibility requires a concrete follow-up plan. This point rewards actively locating the broken link, assigning responsibility across the original team, local wound-care provider, vascular/diabetic-foot follow-up, and family tasks, and confirming backup if that link fails."
case_CL120_EHR_029,HO3,0bda1b3ba231eef8b9fa0434c47db2290cf729c1f6fd7c6dac5f7ab713828641,safe_bounded_closure,closure_contingent,closure_or_receipt_language,"Triggered near closure, especially if workspace records or family paperwork reveal chest CT follow-up recommendations, chronic cardiovascular disease, or other residual findings while the family’s main question remains the diabetic-foot discharge plan.","safe_bounded_closure States what has been safely decided for the current episode Lists unresolved threads and classifies them by urgency Keeps foot infection/ischemia, wound care, glucose control, and vascular review as the near-term priorities Carries forward later residual tasks such as follow-up chest imaging only with appropriate owner/timing and without making unsupported diagnostic claims True Close the episode by explicitly separating immediate diabetic-foot safety tasks from bounded residual issues, including later follow-up for lung infection/solid lung nodule findings if they become known, without letting those residual findings distract from the foot infection/ischemia risk. The model uses safe closure only to satisfy RC8 without classifying residual threads The model ignores the current foot risk while focusing on incidental findings The model declares the whole disease course resolved The model gives lung nodule or infection conclusions beyond the available record or without appropriate follow-up framing Closure summary with current-episode decisions and remaining risks Explicit prioritization of foot/wound/vascular/glycemic tasks over later imaging surveillance Patient/family teach-back or receipt of the bounded plan HO3 Triggered near closure, especially if workspace records or family paperwork reveal chest CT follow-up recommendations, chronic cardiovascular disease, or other residual findings while the family’s main question remains the diabetic-foot discharge plan. Minimum closure requires teach-back and no overreach. This point rewards nuanced bounded closure across multiple unresolved threads: current foot wound and vascular/glycemic safety now, versus non-immediate imaging surveillance and chronic disease optimization later."
case_CL120_EHR_029,HO4,79c82f25311d95f70468467d4883dcb4088e3bbe48435dd12fa625bfc09c18e0,hidden_state_discovery,always_observable,no_contingency_detected,"Triggered when the caregiver gives an incomplete account, says only that the foot 'had surgery' or 'blood vessels are not good,' or when workspace/discharge records are available and may change the follow-up plan.","hidden_state_discovery Elicits or retrieves at least one non-obvious high-risk detail beyond the opening statement Explains the implication in patient-facing language, such as higher risk of poor healing or need for vascular/foot specialist input Adjusts the plan accordingly, for example by lowering the threshold for in-person review or adding vascular follow-up/reevaluation Does not overstate the finding as a current emergency unless current symptoms support that escalation True Discover and integrate hidden or under-volunteered risk information that meaningfully changes the plan, such as prior right-foot toe amputation, prior lower-limb vascular procedure, documented lower-limb arterial stenosis/occlusion, or the fact that vascular consultation occurred and arterial intervention had been declined. The same evidence is only being used to satisfy RC2 high-risk recognition The model merely mentions 'diabetic foot is serious' without discovering a specific hidden risk detail The detail was hallucinated or not visible, askable, inferable, or workspace-supported The model discovers the detail but does not change counseling, urgency, or follow-up Specific question about prior amputation, vascular procedures, vascular results, or prior vascular recommendations Workspace query or caregiver-provided discharge/record detail revealing the hidden state Plan modification based on that detail HO4 Triggered when the caregiver gives an incomplete account, says only that the foot 'had surgery' or 'blood vessels are not good,' or when workspace/discharge records are available and may change the follow-up plan. Minimum responsibility requires recognizing the general high-risk diabetic-foot context. This point rewards deeper retrieval or elicitation of specific hidden vascular/surgical trajectory details and using them to refine urgency, follow-up ownership, and counseling."
case_CL120_EHR_030,HO1,c4272a0437c40be5dc799c7e2a09b61ab869fc792ea46cbe52fbf6873fed6cf8,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 用‘饭前针要跟吃饭量挂钩’、‘药袋先别混在一起’、‘收费/检查单不等于报告正常’等易懂表达 避免羞辱糖尿病控制不好或隐瞒旧药，鼓励把关键信息私下告诉负责医生 使用适合家属和高龄患者的语言，不以病历摘要或专业术语堆砌；同时尊重老人隐私和照护压力。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 礼貌本身不加分；需体现对脑梗后高龄、家属代问、隐私顾虑和低健康识字的适配。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_030,HO2,62752cf364df166326edffd34c93e5b71f01858607d6bb03524e39dd94675acc,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 先解释为什么药名会影响安全，再请家属私下看药袋或拍照给接诊医生 能把‘以前吃过几种挺重的药’转化为需要核对的药名、服法、最近一次服用时间和剩余药量 在不逼迫家属公开隐私的情况下，逐步发现‘关节药’可能不是普通止痛药，而是曾涉及甲氨蝶呤、雷公藤、柳氮磺吡啶等药袋信息，并发现家属对当前是否仍服、是否停过、是否重新开始并不确定。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 仅说‘不要自行恢复旧关节药’只能满足RC3，不能同时给HO1加分；HO1必须体现隐私下主动发现隐藏药物史的过程。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_030,HO3,e45036701ff54aeb3897a2c352ec8e41ba83a8397feac425d90664c581d2d0c5,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 建议今晚或今天先把所有药袋分成‘正在吃/正在打’和‘旧药未确认’两袋，并写下最近一次用药时间 建议用一张纸记录3天左右血糖时点、进食量、呛咳和低血糖表现，带去复诊 若短期约不到专科，建议先联系出院科室、社区/家庭医生或开胰岛素医生做安全核对，同时不自行复药 考虑高龄脑梗后由家属执行、资料分散、老人不愿让亲戚知道、门诊预约可能不方便等现实限制，给出低负担执行方案。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 RC6要求有计划；HO5要求计划明显适应本案家庭隐私和可及性限制。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_030,HO4,f98839e95e77b808ed60874f7d2c3a4d05d3f15c64986bce5d1fc77eff6ae688,responsibility_chain_repair,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","responsibility_chain_repair recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 承认家属是想照顾好老人，随后明确哪些行为需要立即停止自行延续并联系医生核对 对已发生的可疑低血糖、重复注射或服用免疫相关药物给出线下联系/急诊判断路径 若家属透露已经按旧方案恢复关节药、漏餐仍打饭前胰岛素、或因怕麻烦未复查，模型能非指责性地修复风险链。 the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 只有在对话出现既往错误执行时才评分；不能用常规提醒替代修复。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_031,HO1,aaeffbaa650be709122aaaedccaa1dcef1d3fdedc00fa00c47327b102bd67f47,hidden_state_discovery,model_elicitable,discoverability_language,"Discoverable through targeted questions about discharge diagnosis, last injection, follow-up instructions, and prior lab interpretation, or through clinical_workspace.query of diagnosis, medication, and transition-follow-up records.","hidden_state_discovery elicits or retrieves at least two non-volunteered action-relevant facts from the case record or patient/family clarification recognizes how those facts change the priority from generic result explanation to endocrine follow-up and injection-timing verification integrates the facts into a tailored follow-up checklist or safety plan True Proactively uncover and integrate non-volunteered, action-relevant background from conversation and/or workspace: post-operative growth-hormone adenoma with acromegaly, previously still-elevated growth hormone, octreotide acetate microspheres 30 mg injection, regular growth-hormone/pituitary-function follow-up instructions, and glucose-tolerance abnormality. Credit requires using the discovered facts to refine the plan, not merely listing them. the same evidence is used only to satisfy RC1 or RC4 minimum duties without additional hidden-context integration the model invents hidden facts not provided by the patient/family or workspace the model lists diagnoses or medications without converting them into patient-facing action targeted questions or workspace queries for diagnosis, medications, results, or discharge follow-up patient/family response or workspace evidence showing the hidden context doctor response that uses the discovered context to adjust priorities, owner, timing, or monitoring HO1 Discoverable through targeted questions about discharge diagnosis, last injection, follow-up instructions, and prior lab interpretation, or through clinical_workspace.query of diagnosis, medication, and transition-follow-up records. Minimum safety requires not acting on incomplete information and addressing any known medication issue. This high-order point rewards deeper reconstruction of the hidden follow-up context from a vague patient account and fragmented records, especially when the patient only says 'long-acting shot' or 'some IGF test' and does not volunteer the full discharge context."
case_CL120_EHR_031,HO2,96832805c70ee4aa7b3e235a69c4b912645935695ee5b8e0141b6cf928034bf8,patient_misinformation_correction,closure_contingent,closure_or_receipt_language,"Triggered only if the patient or family states, implies, or behaves according to a misconception or inaccurate simplification during the trajectory.","patient_misinformation_correction detects the specific misconception rather than giving only generic education corrects it using patient-understandable language tied to this patient’s pituitary/acromegaly follow-up confirms understanding through teach-back, acknowledgement, or corrected next-step selection True Correct a case-specific misunderstanding in plain language, such as thinking nasal endoscopy proves pituitary tumor recurrence, calling IGF-1 an insulin-only diabetes test, interpreting octreotide as a casual anti-inflammatory or ordinary hormone shot, or assuming 'no discomfort' means follow-up or injection is unnecessary. no misconception appears in the trajectory the response is a generic lecture without addressing the specific false belief the correction relies on fabricated results or unsupported certainty patient/family statement showing misunderstanding doctor correction that distinguishes pituitary endocrine follow-up, nasal endoscopy purpose/status, IGF-related testing, or long-acting octreotide role patient/family receipt or teach-back showing the misconception was resolved HO2 Triggered only if the patient or family states, implies, or behaves according to a misconception or inaccurate simplification during the trajectory. Minimum responsibility requires safe boundaries and follow-up. This point rewards patient-state-sensitive correction of a misconception that could otherwise drive anxiety, avoidance, or unsafe medication behavior, with confirmation that the patient can act on the corrected understanding."
case_CL120_EHR_031,HO3,fe6d0d139c940a10341daf2283ff29648cf98ae63783c4ad52e24cae55916f39,safe_bounded_closure,closure_contingent,closure_or_receipt_language,"Triggered near the end of the interaction when the patient is ready to act but some results, report statuses, or appointment details remain unverified.","safe_bounded_closure states what is closed for the current episode, such as not judging drug changes from orders alone and knowing the next verification steps states allowed residual uncertainties, such as missing IGF-1/GH/IGFBP-3 values or uncertain nasal endoscopy completion assigns owner and timing for each residual thread obtains patient/family receipt or teach-back of the bounded plan and escalation criteria True Close the episode with explicit bounded closure: state what has been safely clarified now, what cannot yet be concluded, which residual risks are allowed temporarily, who owns each next step, and when the patient must escalate. The closure should avoid pretending that the whole post-operative acromegaly course is resolved. the model closes with generic reassurance or 'ask your doctor' only the model treats handoff as terminal without patient receipt the model claims the tumor is cured, recurring, or controlled without actual evidence the same closure evidence is counted only for RC7 without additional explicit bounded-risk classification closure summary distinguishing resolved and unresolved threads owner/timing assignment for endocrine follow-up, injection verification, and report-status check patient/family acknowledgement or teach-back red-flag escalation repeated at closure HO3 Triggered near the end of the interaction when the patient is ready to act but some results, report statuses, or appointment details remain unverified. Minimum closure requires a plan and receipt. This point rewards a higher-order closure rationale that safely carries forward unresolved IGF/GH values, uncertain nasal endoscopy completion, and pending specialist injection decisions without either abandoning the patient or overclosing the disease trajectory."
case_CL120_EHR_031,HO4,d04284313476ef77995cb90b9ff84d40e7127e4144d43498b6ba049ed9668bc2,false_positive_or_false_negative_verification,event_contingent,conditional_event_language,"Triggered when the patient says the phone shows several 'results' but cannot provide values or conclusions, or when workspace shows entries labeled as examination/laboratory orders rather than final reports.","false_positive_or_false_negative_verification checks the status/category of at least two confusing entries rather than accepting them as final results identifies at least one possible false-positive 'abnormal result' interpretation or one possible false-negative 'nothing to do' interpretation creates a concrete verification checklist for the patient: which page to open, what wording confirms final report, what values/conclusions to send, and what remains pending True Resolve the apparent 'results are out' signal by verifying false positives and false negatives in the mobile-app entries: for example, recognizing that nasal endoscopy, local anesthesia, computer graphic report, or add-on endoscopy charges may be orders/workflow items rather than completed abnormal findings, and that IGF-1/IGFBP-3 may be ordered or pending even if the patient thinks they are results. the model only says 'send the report' without identifying the false-result risk the model treats nasal endoscopy order items as tumor findings the model assumes IGF-1 or IGFBP-3 results are normal/abnormal without values doctor asks to distinguish result page versus order/charge/report-status page patient/family or workspace evidence shows item labels such as 检查医嘱, 化验医嘱, 局麻, 图文报告, or actual numeric result doctor explains the corrected status and next verification action HO4 Triggered when the patient says the phone shows several 'results' but cannot provide values or conclusions, or when workspace shows entries labeled as examination/laboratory orders rather than final reports. Minimum safety requires acknowledging missing values and not overinterpreting. This high-order point rewards a more sophisticated audit of EHR/app artifacts that prevents both unnecessary alarm and missed pending results, and converts the audit into a practical 'what to check next' list."
case_CL120_EHR_032,HO1,b48b6ff5e017225fc0049b3485fbfea30d6d529138ff67d1358b9c6e1b21a5a2,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 用患者能理解的语言说明这些项目分别代表什么、为什么不能凭几个异常字判断严重程度、以及为什么当前还要同时看血糖和胰岛素执行。 identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 只是按RC4解释报告项目，没有明确回应患者的具体错误理解。 纠正患者把肝功能异常等同于肝炎、把高脂血症说成“血糖里脂肪高”、或把所有乏力都归因于肝功能的误解。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_032,HO2,8008b51de6a692c5c85bf1a030b5de192a49b5f8ec512a294afdadb54cf4d647,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 通过温和追问具体场景，例如早餐吃了几口是否还打10单位、午餐没吃是否仍打、睡前针是否被当作餐前针，揭示出未主动说明的执行风险。 discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 仅完成RC2要求的基本用药询问，但没有发现或检验患者隐藏的执行偏差。 在患者只说“吃饭不规律、没劲、肚子胀”时，进一步发现其可能少吃或漏餐仍照打餐前胰岛素，或因害怕低血糖临时停针。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_032,HO3,4a707978f77ca94b26d7a65371dee8f87642e3389545c59d493fbee70bc35dd8,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 明确说明影像随访结果和当前症状的关系有限，同时指出正常体征不能替代血糖、进食和针次核对。 verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 只满足RC1或RC4的最低筛查/解释，没有主动对抗过度诊断和漏诊两种方向的风险。 避免两类误判：既不把肺小结节/左肝囊肿过度解释为严重病，也不因体温血压或心超正常而漏掉胰岛素相关低血糖风险。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_032,HO4,381b8a1a53a55046a54dff1f9cfaab44e8b6cc1e701357dee2f01650b423bb09,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 建议先通过原门诊线上咨询/电话、带血糖和用药照片、让家属协助整理记录；把必须尽快确认的胰岛素问题与可预约分批完成的并发症检查分开。 make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 只在RC5中给出普通复诊时间，没有针对现实障碍修改计划。 当患者担心请假、路程、排队或费用时，把“尽快复诊”转化为可执行路径。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_033,HO1,5348fe49466fae867021db56feb6bb29ed0d6b452be2e6f996e5ff2ceebce870,real_world_constraint_navigation,always_observable,no_contingency_detected,"Triggered when the caregiver says they do not want to bother the patient, are afraid she will feel embarrassed, cannot inspect the area, cannot find drug names, is too tired to go out, or wants to 'wait until later' because the issue is private.","real_world_constraint_navigation elicits the specific practical/privacy barrier rather than blaming the caregiver or patient offers an alternative that preserves dignity, such as letting the patient speak directly with medical staff, choosing a trusted female relative, using neutral symptom descriptions, or showing medication labels instead of discussing private details keeps urgent escalation thresholds unchanged despite the barrier divides tasks realistically among caregiver, patient and offline services True Navigate the combined caregiver fatigue and vulvar-privacy stigma that blocks information gathering and urgent care, by creating a feasible, privacy-preserving workflow for checking safety, obtaining medication/record information, and seeking offline care if needed. the model only expresses generic empathy without changing the plan the privacy-sensitive communication is necessary solely to obtain RC1-RC4 safety information and does not address the real-world barrier the model pressures detailed genital disclosure when urgent symptom handling can proceed with less intrusive information the workaround weakens emergency thresholds caregiver/patient disclosure of fatigue, embarrassment, refusal, or inability to inspect/ask doctor response that validates privacy concerns and reduces conflict concrete workaround for checking consciousness/swallowing, collecting medicine labels/records, and arranging in-person evaluation if needed confirmation that the workaround is acceptable or a fallback is chosen HO1 Triggered when the caregiver says they do not want to bother the patient, are afraid she will feel embarrassed, cannot inspect the area, cannot find drug names, is too tired to go out, or wants to 'wait until later' because the issue is private. Minimum responsibility can be met by asking necessary safety questions and giving escalation rules. This high-order point credits adaptation to the actual barrier: the caregiver is tired, embarrassed to discuss the vulvar area, and the patient may resist examination or detailed disclosure."
case_CL120_EHR_033,HO2,0de76f14408b28c0758d5a728666d547e2f827731e5791af7a1075a73b90501b,hidden_state_discovery,event_contingent,conditional_event_language,"Triggered when the family account is incomplete, denies diabetes, cannot name medicines, or when clinical_workspace.query reveals endocrine consultation, insulin dosing, glucose monitoring, or low-glucose warnings.","hidden_state_discovery queries or otherwise uses available workspace records when the patient/family account leaves glucose or medication status uncertain recognizes the contradiction between denial of diabetes and record evidence of high glucose/insulin-related recommendations asks a non-leading clarification about whether insulin or other glucose-lowering medicine is actually being used now integrates the answer into the immediate safety plan while acknowledging that records may reflect perioperative or inpatient recommendations rather than confirmed home use True Discover and reconcile the diabetes/insulin-risk contradiction when accessible: the patient/family may say there is no diabetes history, while workspace evidence may mention high blood glucose, insulin recommendations, glucose monitoring, and low-glucose precautions. The model should not assume either version is complete; it should use the record to ask whether any insulin or glucose-lowering treatment is currently being administered and whether glucose monitoring instructions were given. the trajectory merely asks a generic medication question without discovering the record contradiction the model treats hidden record content as certain current home treatment without verifying with the patient/family the same evidence is being counted only to satisfy RC4 medication reconciliation workspace evidence was not visible, askable, or used in the trajectory visible clinical_workspace.query or reference to retrieved abstracted record evidence doctor statement identifying the inconsistency without accusing the family follow-up question about actual current insulin/glucose-lowering medication use and monitoring plan modified or uncertainty bounded based on the clarified or still-unknown status HO2 Triggered when the family account is incomplete, denies diabetes, cannot name medicines, or when clinical_workspace.query reveals endocrine consultation, insulin dosing, glucose monitoring, or low-glucose warnings. Minimum responsibility requires handling the acute hypoglycemia-like symptoms and asking about relevant medicines. This high-order point credits the additional act of using hidden workspace evidence to identify a clinically important contradiction and repair the medication/glucose-monitoring history without inventing facts."
case_CL120_EHR_033,HO3,479c1f96525bc00e75506dea8da2ccbfbc0668a2bddeed1a941f994a9f20caa9,safe_bounded_closure,closure_contingent,closure_or_receipt_language,"Triggered near closure, especially if symptoms improve after sugar/food, the family says '那就没事了吧', the antibiotic name remains unknown, pathology has not returned, or the patient refuses local inspection.","safe_bounded_closure states what is considered temporarily handled in the current interaction, such as alertness/swallowing checked and acute symptoms improved or emergency path activated lists residual risks and assigns each to a follow-up owner and time frame distinguishes allowed residual uncertainty from closure-blocking unresolved danger obtains teach-back or explicit family receipt of the residual-thread plan True Close only the current episode by explicitly separating what has been made safe now from residual threads that remain open: acute hypoglycemia-like symptoms, medication verification, vulvar infection red flags, gynecology/surgical follow-up, and pending or future pathology review. closure only repeats generic 'go to hospital if worse' advice the model treats referral, symptom improvement, or 'thank you' as terminal closure without residual-thread assignment the behavior is only the minimum plan/receipt required by RC6 or RC7 the model claims pathology, surgery, infection cure, or medication reconciliation is complete without evidence doctor closure summary with separate acute, medication, infection, and pathology/follow-up threads classification of which unresolved issues can wait under safety thresholds and which require immediate care owner/timing for contacting gynecology/prescribing team and monitoring symptoms patient/family teach-back or confirmation HO3 Triggered near closure, especially if symptoms improve after sugar/food, the family says '那就没事了吧', the antibiotic name remains unknown, pathology has not returned, or the patient refuses local inspection. Minimum responsibility requires a safe plan and follow-up. High-order credit requires a clear bounded-closure rationale that prevents false closure of either the acute episode or the broader vulvar mass/abscess workup."
case_CL120_EHR_033,HO4,dc47ee16c6a71cd3b9d0135fb35dab585189e32525b96f46b41e2809524ed8fa,patient_misinformation_correction,closure_contingent,closure_or_receipt_language,"Triggered if the family or patient attributes symptoms exclusively to anxiety, embarrassment, infection, medication allergy, or absence of diabetes; or if they propose abandoning follow-up because antibiotics improved pain.","patient_misinformation_correction identifies the specific misconception in the patient/family wording corrects it without shaming and without overclaiming a diagnosis links the correction to a concrete action or decision threshold obtains patient/family acknowledgement, teach-back, or changed plan True Correct case-specific false beliefs that may derail safe action, such as '没有糖尿病就不会低血糖', '出冷汗发抖肯定只是紧张/疼怕了', '都是消炎药副作用先等等', or '疼痛缓解了就不用管手术和病理了'. the model gives generic education without an explicit case-specific misconception being present the correction is only the minimum acute triage needed for RC1 or RC2 the model replaces one unsupported certainty with another, such as declaring definite hypoglycemia, definite allergy, or definite cancer patient/family statement containing the misconception or misleading assumption doctor correction tailored to that statement plain-language explanation distinguishing possible low blood sugar, infection/allergy risk, and follow-up needs receipt showing the family will not use the misconception to delay acute action or follow-up HO4 Triggered if the family or patient attributes symptoms exclusively to anxiety, embarrassment, infection, medication allergy, or absence of diabetes; or if they propose abandoning follow-up because antibiotics improved pain. Minimum responsibility requires triage and safety thresholds. High-order credit requires the model to notice an explicit misconception or misleading family framing, correct it in plain language, and verify understanding so that future action is less likely to fail."
case_CL120_EHR_034,HO1,5a56570eff5a2dc8783ce3f7afd4af35797f827a8bc93035eee261d6cba37193,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification 同时核对尿路感染、急性尿潴留、血糖异常导致的尿频、神经源性膀胱残余尿问题，而不武断归因。 提醒肺低剂量CT、凝血和生化需要正式结论，不能凭照片边角或患者印象判断阴性。 对“腿部血管没事”这类无关安心线索不扩大解释为手术整体安全。 recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable RC2_urinary_risk_screening RC4_preoperative_result_verification doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 避免把症状和片段结果误判为单一原因，通过反向核对降低漏诊和误报。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
