dimension_type,dimension_value,dimension_label,doctor_model,n_cases,n_trajectories,primary_score_mean,primary_score_ci95_low,primary_score_ci95_high,primary_score_median,strong_or_above_rate,closed_success_rate,open_at_100_rate,runtime_error_rate,mean_turns,rank_within_dimension
target_problem,home_oxygen_or_inhaler_execution,target_problem: home_oxygen_or_inhaler_execution,MiniMax M3,2,2,1.5,1.0,2.0,1.5,0,1.0,0.0,0.0,4.5,10.0
target_problem,home_oxygen_or_inhaler_execution,target_problem: home_oxygen_or_inhaler_execution,Qwen3-30B-A3B-Instruct-2507,2,2,3.5,3.0,4.0,3.5,0.5,1.0,0.0,0.0,15.5,4.0
target_problem,home_oxygen_or_inhaler_execution,target_problem: home_oxygen_or_inhaler_execution,Qwen3.8-Max,2,2,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,12.5,6.0
target_problem,hypertension_urgency,target_problem: hypertension_urgency,DeepSeek-V3.2,2,2,2.25,1.0,3.5,2.25,0,1.0,0.0,0.0,17,7.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,DeepSeek-V4-Pro,2,2,4.25,3.5,5.0,4.25,0.5,1.0,0.0,0.0,12.5,1.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,Doubao-Seed-2.0-lite,2,2,2.25,1.5,3.0,2.25,0,1.0,0.0,0.0,12,7.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,GLM-5,2,2,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,13.5,4.0
target_problem,hypertension_urgency,target_problem: hypertension_urgency,GPT-5.4,2,2,3.75,3.0,4.5,3.75,0.5,1.0,0.0,0.0,17.5,3.0
target_problem,hypertension_urgency,target_problem: hypertension_urgency,GPT-5.6 Sol,2,2,4.25,3.5,5.0,4.25,0.5,1.0,0.0,0.0,9,1.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,Kimi K2,2,2,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,12,9.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,MiniMax M3,2,2,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,17,5.0
target_problem,hypertension_urgency,target_problem: hypertension_urgency,Qwen3-30B-A3B-Instruct-2507,2,2,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,12,9.5
target_problem,hypertension_urgency,target_problem: hypertension_urgency,Qwen3.8-Max,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,11.5,6.0
target_problem,hypoglycemia,target_problem: hypoglycemia,DeepSeek-V3.2,2,2,2.75,2.5,3.0,2.75,0,1.0,0.0,0.0,47.5,5.0
target_problem,hypoglycemia,target_problem: hypoglycemia,DeepSeek-V4-Pro,2,2,2.25,1.5,3.0,2.25,0,1.0,0.0,0.0,43.5,6.5
target_problem,hypoglycemia,target_problem: hypoglycemia,Doubao-Seed-2.0-lite,2,2,1.75,1.0,2.5,1.75,0,1.0,0.0,0.0,22.5,8.5
target_problem,hypoglycemia,target_problem: hypoglycemia,GLM-5,2,2,2.25,1.0,3.5,2.25,0,1.0,0.0,0.0,11.5,6.5
target_problem,hypoglycemia,target_problem: hypoglycemia,GPT-5.4,2,2,4.0,3.0,5.0,4.0,0.5,1.0,0.0,0.0,21,1.0
target_problem,hypoglycemia,target_problem: hypoglycemia,GPT-5.6 Sol,2,2,3.0,1.0,5.0,3.0,0.5,0.5,0.5,0.0,58,4.0
target_problem,hypoglycemia,target_problem: hypoglycemia,Kimi K2,2,2,1.75,1.5,2.0,1.75,0,1.0,0.0,0.0,28,8.5
target_problem,hypoglycemia,target_problem: hypoglycemia,MiniMax M3,2,2,3.25,2.5,4.0,3.25,0.5,1.0,0.0,0.0,21,3.0
target_problem,hypoglycemia,target_problem: hypoglycemia,Qwen3-30B-A3B-Instruct-2507,2,2,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,20,10.0
target_problem,hypoglycemia,target_problem: hypoglycemia,Qwen3.8-Max,2,2,3.75,2.5,5.0,3.75,0.5,1.0,0.0,0.0,25.5,2.0
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,DeepSeek-V3.2,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,10,4.0
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,DeepSeek-V4-Pro,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,10,4.0
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,Doubao-Seed-2.0-lite,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,4,7.5
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,GLM-5,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,5,7.5
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,GPT-5.4,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,8,1.5
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,GPT-5.6 Sol,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,6,1.5
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,Kimi K2,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,5,4.0
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,MiniMax M3,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,3,7.5
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,Qwen3-30B-A3B-Instruct-2507,1,1,2.5,2.5,2.5,2.5,0,1.0,0.0,0.0,5,10.0
target_problem,limb_numbness_weakness_preoperative_medication_and_followup,target_problem: limb_numbness_weakness_preoperative_medication_and_followup,Qwen3.8-Max,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,4,7.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,DeepSeek-V3.2,2,2,2.75,1.5,4.0,2.75,0.5,1.0,0.0,0.0,16.5,6.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,DeepSeek-V4-Pro,2,2,2.25,1.0,3.5,2.25,0,1.0,0.0,0.0,21.5,10.0
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,Doubao-Seed-2.0-lite,2,2,2.5,1.5,3.5,2.5,0,1.0,0.0,0.0,39.5,8.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,GLM-5,2,2,2.75,1.0,4.5,2.75,0.5,1.0,0.0,0.0,26,6.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,GPT-5.4,2,2,4.5,4.0,5.0,4.5,1,1.0,0.0,0.0,18.5,1.0
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,GPT-5.6 Sol,2,2,3.75,3.0,4.5,3.75,0.5,1.0,0.0,0.0,19,2.0
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,Kimi K2,2,2,3.0,1.0,5.0,3.0,0.5,1.0,0.0,0.0,26,4.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,MiniMax M3,2,2,2.5,2.0,3.0,2.5,0,1.0,0.0,0.0,35,8.5
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,Qwen3-30B-A3B-Instruct-2507,2,2,3.25,1.5,5.0,3.25,0.5,1.0,0.0,0.0,29,3.0
target_problem,lung_nodule_mass,target_problem: lung_nodule_mass,Qwen3.8-Max,2,2,3.0,1.0,5.0,3.0,0.5,1.0,0.0,0.0,34.5,4.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,DeepSeek-V3.2,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,4,6.0
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,DeepSeek-V4-Pro,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,6,8.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,Doubao-Seed-2.0-lite,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,4,6.0
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,GLM-5,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,5,6.0
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,GPT-5.4,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,4,2.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,GPT-5.6 Sol,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,6,2.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,Kimi K2,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,4,8.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,MiniMax M3,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,15,2.5
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,Qwen3-30B-A3B-Instruct-2507,1,1,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,6,10.0
target_problem,lupus_nephritis_steroid_and_followup_after_negative_covid_result,target_problem: lupus_nephritis_steroid_and_followup_after_negative_covid_result,Qwen3.8-Max,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,6,2.5
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,DeepSeek-V3.2,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,4.5,5.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,DeepSeek-V4-Pro,2,2,4.0,3.0,5.0,4.0,0.5,1.0,0.0,0.0,6,3.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,Doubao-Seed-2.0-lite,2,2,1.5,1.0,2.0,1.5,0,1.0,0.0,0.0,12,10.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,GLM-5,2,2,2.5,1.5,3.5,2.5,0,1.0,0.0,0.0,5.5,6.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,GPT-5.4,2,2,2.25,2.0,2.5,2.25,0,1.0,0.0,0.0,5,7.5
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,GPT-5.6 Sol,2,2,4.75,4.5,5.0,4.75,1,1.0,0.0,0.0,7.5,1.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,Kimi K2,2,2,2.25,1.0,3.5,2.25,0,1.0,0.0,0.0,5.5,7.5
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,MiniMax M3,2,2,4.25,3.5,5.0,4.25,0.5,1.0,0.0,0.0,14.5,2.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,Qwen3-30B-A3B-Instruct-2507,2,2,2.0,1.0,3.0,2.0,0,1.0,0.0,0.0,11,9.0
target_problem,neuropathy_or_fall,target_problem: neuropathy_or_fall,Qwen3.8-Max,2,2,3.0,1.0,5.0,3.0,0.5,1.0,0.0,0.0,7,4.0
target_problem,new_mass_staging,target_problem: new_mass_staging,DeepSeek-V3.2,2,2,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,7.5,2.0
target_problem,new_mass_staging,target_problem: new_mass_staging,DeepSeek-V4-Pro,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,19,5.0
target_problem,new_mass_staging,target_problem: new_mass_staging,Doubao-Seed-2.0-lite,2,2,3.0,2.5,3.5,3.0,0,1.0,0.0,0.0,16.5,3.0
target_problem,new_mass_staging,target_problem: new_mass_staging,GLM-5,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,7.5,5.0
target_problem,new_mass_staging,target_problem: new_mass_staging,GPT-5.4,2,2,2.25,2.0,2.5,2.25,0,1.0,0.0,0.0,19.5,8.0
target_problem,new_mass_staging,target_problem: new_mass_staging,GPT-5.6 Sol,2,2,4.25,3.5,5.0,4.25,0.5,1.0,0.0,0.0,12,1.0
target_problem,new_mass_staging,target_problem: new_mass_staging,Kimi K2,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,15,5.0
target_problem,new_mass_staging,target_problem: new_mass_staging,MiniMax M3,2,2,2.0,2.0,2.0,2.0,0,0.5,0.0,0.5,13,9.5
target_problem,new_mass_staging,target_problem: new_mass_staging,Qwen3-30B-A3B-Instruct-2507,2,2,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,14,9.5
target_problem,new_mass_staging,target_problem: new_mass_staging,Qwen3.8-Max,2,2,2.5,2.0,3.0,2.5,0,1.0,0.0,0.0,17.5,7.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,DeepSeek-V3.2,2,2,1.25,1.0,1.5,1.25,0,1.0,0.0,0.0,14,9.5
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,DeepSeek-V4-Pro,2,2,3.75,2.5,5.0,3.75,0.5,1.0,0.0,0.0,35.5,2.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,Doubao-Seed-2.0-lite,2,2,1.5,1.5,1.5,1.5,0,1.0,0.0,0.0,18,7.5
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,GLM-5,2,2,1.75,1.0,2.5,1.75,0,1.0,0.0,0.0,10.5,6.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,GPT-5.4,2,2,4.25,3.5,5.0,4.25,0.5,1.0,0.0,0.0,35,1.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,GPT-5.6 Sol,2,2,2.5,1.5,3.5,2.5,0,1.0,0.0,0.0,43,4.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,Kimi K2,2,2,1.25,1.0,1.5,1.25,0,1.0,0.0,0.0,50.5,9.5
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,MiniMax M3,2,2,3.25,3.0,3.5,3.25,0,0.5,0.0,0.5,35,3.0
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,Qwen3-30B-A3B-Instruct-2507,2,2,1.5,1.0,2.0,1.5,0,1.0,0.0,0.0,18.5,7.5
target_problem,obesity_sleep_apnea_metabolic_risk,target_problem: obesity_sleep_apnea_metabolic_risk,Qwen3.8-Max,2,2,2.0,1.0,3.0,2.0,0,0.5,0.5,0.0,52.5,5.0
target_problem,osteoporosis,target_problem: osteoporosis,DeepSeek-V3.2,2,2,1.75,1.5,2.0,1.75,0,1.0,0.0,0.0,23,10.0
target_problem,osteoporosis,target_problem: osteoporosis,DeepSeek-V4-Pro,2,2,3.25,1.5,5.0,3.25,0.5,1.0,0.0,0.0,23.5,3.5
target_problem,osteoporosis,target_problem: osteoporosis,Doubao-Seed-2.0-lite,2,2,2.25,1.5,3.0,2.25,0,1.0,0.0,0.0,14.5,8.5
target_problem,osteoporosis,target_problem: osteoporosis,GLM-5,2,2,3.75,3.0,4.5,3.75,0.5,1.0,0.0,0.0,15,1.0
target_problem,osteoporosis,target_problem: osteoporosis,GPT-5.4,2,2,3.5,3.0,4.0,3.5,0.5,1.0,0.0,0.0,16.5,2.0
target_problem,osteoporosis,target_problem: osteoporosis,GPT-5.6 Sol,2,2,3.0,2.0,4.0,3.0,0.5,1.0,0.0,0.0,10.5,5.5
target_problem,osteoporosis,target_problem: osteoporosis,Kimi K2,2,2,3.25,1.5,5.0,3.25,0.5,1.0,0.0,0.0,28,3.5
target_problem,osteoporosis,target_problem: osteoporosis,MiniMax M3,2,2,2.25,1.5,3.0,2.25,0,1.0,0.0,0.0,15,8.5
target_problem,osteoporosis,target_problem: osteoporosis,Qwen3-30B-A3B-Instruct-2507,2,2,3.0,2.0,4.0,3.0,0.5,1.0,0.0,0.0,16.5,5.5
target_problem,osteoporosis,target_problem: osteoporosis,Qwen3.8-Max,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,18,7.0
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,DeepSeek-V3.2,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,17,2.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,DeepSeek-V4-Pro,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,11,2.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,Doubao-Seed-2.0-lite,1,1,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,12,7.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,GLM-5,1,1,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,9,7.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,GPT-5.4,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,7,2.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,GPT-5.6 Sol,1,1,3.5,3.5,3.5,3.5,0,1.0,0.0,0.0,7,2.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,Kimi K2,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,9,5.0
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,MiniMax M3,1,1,1.5,1.5,1.5,1.5,0,0.0,0.0,1.0,3,10.0
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,Qwen3-30B-A3B-Instruct-2507,1,1,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,14,7.5
target_problem,otitis_sinus_complication,target_problem: otitis_sinus_complication,Qwen3.8-Max,1,1,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,43,7.5
target_problem,palliative_transition,target_problem: palliative_transition,DeepSeek-V3.2,2,2,3.5,2.0,5.0,3.5,0.5,1.0,0.0,0.0,34,3.0
target_problem,palliative_transition,target_problem: palliative_transition,DeepSeek-V4-Pro,2,2,3.25,3.0,3.5,3.25,0,1.0,0.0,0.0,24.5,4.5
target_problem,palliative_transition,target_problem: palliative_transition,Doubao-Seed-2.0-lite,2,2,4.0,3.0,5.0,4.0,0.5,1.0,0.0,0.0,7.5,1.5
target_problem,palliative_transition,target_problem: palliative_transition,GLM-5,2,2,2.5,1.5,3.5,2.5,0,1.0,0.0,0.0,7.5,7.5
target_problem,palliative_transition,target_problem: palliative_transition,GPT-5.4,2,2,4.0,3.5,4.5,4.0,0.5,1.0,0.0,0.0,16.5,1.5
target_problem,palliative_transition,target_problem: palliative_transition,GPT-5.6 Sol,2,2,3.25,2.5,4.0,3.25,0.5,1.0,0.0,0.0,46.5,4.5
target_problem,palliative_transition,target_problem: palliative_transition,Kimi K2,2,2,2.25,2.0,2.5,2.25,0,1.0,0.0,0.0,8,9.0
target_problem,palliative_transition,target_problem: palliative_transition,MiniMax M3,2,2,2.5,2.0,3.0,2.5,0,1.0,0.0,0.0,17,7.5
target_problem,palliative_transition,target_problem: palliative_transition,Qwen3-30B-A3B-Instruct-2507,2,2,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,23,10.0
target_problem,palliative_transition,target_problem: palliative_transition,Qwen3.8-Max,2,2,3.0,2.5,3.5,3.0,0,0.5,0.5,0.0,55.5,6.0
target_problem,pancreatitis,target_problem: pancreatitis,DeepSeek-V3.2,2,2,2.75,1.5,4.0,2.75,0.5,0.5,0.5,0.0,57,5.5
target_problem,pancreatitis,target_problem: pancreatitis,DeepSeek-V4-Pro,2,2,3.0,1.0,5.0,3.0,0.5,1.0,0.0,0.0,11,3.5
target_problem,pancreatitis,target_problem: pancreatitis,Doubao-Seed-2.0-lite,2,2,3.0,2.5,3.5,3.0,0,1.0,0.0,0.0,22,3.5
target_problem,pancreatitis,target_problem: pancreatitis,GLM-5,2,2,2.5,2.0,3.0,2.5,0,1.0,0.0,0.0,5.5,7.0
target_problem,pancreatitis,target_problem: pancreatitis,GPT-5.4,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,5,5.5
target_problem,pancreatitis,target_problem: pancreatitis,GPT-5.6 Sol,2,2,3.5,2.5,4.5,3.5,0.5,1.0,0.0,0.0,14,1.0
target_problem,pancreatitis,target_problem: pancreatitis,Kimi K2,2,2,2.25,1.5,3.0,2.25,0,1.0,0.0,0.0,11.5,8.0
target_problem,pancreatitis,target_problem: pancreatitis,MiniMax M3,2,2,1.5,1.0,2.0,1.5,0,0.5,0.0,0.5,13,9.5
target_problem,pancreatitis,target_problem: pancreatitis,Qwen3-30B-A3B-Instruct-2507,2,2,1.5,1.5,1.5,1.5,0,1.0,0.0,0.0,21,9.5
target_problem,pancreatitis,target_problem: pancreatitis,Qwen3.8-Max,2,2,3.25,2.0,4.5,3.25,0.5,1.0,0.0,0.0,9.5,2.0
target_problem,pneumonia,target_problem: pneumonia,DeepSeek-V3.2,3,3,4.166666666666667,3.5,5.0,4.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,47.333333333333336,1.5
target_problem,pneumonia,target_problem: pneumonia,DeepSeek-V4-Pro,3,3,2.3333333333333335,1.5,3.0,2.5,0,0.6666666666666666,0.3333333333333333,0.0,42.666666666666664,7.0
target_problem,pneumonia,target_problem: pneumonia,Doubao-Seed-2.0-lite,3,3,3.3333333333333335,3.0,3.5,3.5,0,1.0,0.0,0.0,30.333333333333332,4.0
target_problem,pneumonia,target_problem: pneumonia,GLM-5,3,3,3.8333333333333335,2.5,4.5,4.5,0.6666666666666666,1.0,0.0,0.0,22.333333333333332,3.0
target_problem,pneumonia,target_problem: pneumonia,GPT-5.4,3,3,3.0,2.5,3.5,3.0,0,0.6666666666666666,0.3333333333333333,0.0,42.666666666666664,5.0
target_problem,pneumonia,target_problem: pneumonia,GPT-5.6 Sol,3,3,4.166666666666667,4.0,4.5,4.0,1,0.3333333333333333,0.6666666666666666,0.0,67.66666666666667,1.5
target_problem,pneumonia,target_problem: pneumonia,Kimi K2,3,3,1.8333333333333333,1.5,2.0,2.0,0,0.6666666666666666,0.3333333333333333,0.0,45,9.5
target_problem,pneumonia,target_problem: pneumonia,MiniMax M3,3,3,1.8333333333333333,1.5,2.5,1.5,0,0.3333333333333333,0.6666666666666666,0.0,68.66666666666667,9.5
target_problem,pneumonia,target_problem: pneumonia,Qwen3-30B-A3B-Instruct-2507,3,3,2.1666666666666665,1.5,3.0,2.0,0,0.6666666666666666,0.3333333333333333,0.0,54.333333333333336,8.0
target_problem,pneumonia,target_problem: pneumonia,Qwen3.8-Max,3,3,2.8333333333333335,2.5,3.0,3.0,0,0.6666666666666666,0.3333333333333333,0.0,51,6.0
target_problem,polypharmacy,target_problem: polypharmacy,DeepSeek-V3.2,2,2,1.5,1.0,2.0,1.5,0,1.0,0.0,0.0,11,10.0
target_problem,polypharmacy,target_problem: polypharmacy,DeepSeek-V4-Pro,2,2,4.0,3.0,5.0,4.0,0.5,1.0,0.0,0.0,11,1.5
target_problem,polypharmacy,target_problem: polypharmacy,Doubao-Seed-2.0-lite,2,2,1.75,1.5,2.0,1.75,0,1.0,0.0,0.0,8.5,9.0
target_problem,polypharmacy,target_problem: polypharmacy,GLM-5,2,2,4.0,3.5,4.5,4.0,0.5,1.0,0.0,0.0,13.5,1.5
target_problem,polypharmacy,target_problem: polypharmacy,GPT-5.4,2,2,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,15.5,4.0
target_problem,polypharmacy,target_problem: polypharmacy,GPT-5.6 Sol,2,2,2.75,1.5,4.0,2.75,0.5,1.0,0.0,0.0,11,6.5
target_problem,polypharmacy,target_problem: polypharmacy,Kimi K2,2,2,3.0,2.5,3.5,3.0,0,1.0,0.0,0.0,10.5,4.0
target_problem,polypharmacy,target_problem: polypharmacy,MiniMax M3,2,2,2.0,1.5,2.5,2.0,0,0.5,0.0,0.5,11.5,8.0
target_problem,polypharmacy,target_problem: polypharmacy,Qwen3-30B-A3B-Instruct-2507,2,2,2.75,1.5,4.0,2.75,0.5,1.0,0.0,0.0,9.5,6.5
target_problem,polypharmacy,target_problem: polypharmacy,Qwen3.8-Max,2,2,3.0,2.5,3.5,3.0,0,1.0,0.0,0.0,17,4.0
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,DeepSeek-V3.2,1,1,4.0,4.0,4.0,4.0,1,1.0,0.0,0.0,47,3.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,DeepSeek-V4-Pro,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,89,5.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,Doubao-Seed-2.0-lite,1,1,3.0,3.0,3.0,3.0,0,1.0,0.0,0.0,52,5.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,GLM-5,1,1,2.5,2.5,2.5,2.5,0,1.0,0.0,0.0,22,7.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,GPT-5.4,1,1,5.0,5.0,5.0,5.0,1,1.0,0.0,0.0,41,1.0
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,GPT-5.6 Sol,1,1,4.0,4.0,4.0,4.0,1,1.0,0.0,0.0,4,3.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,Kimi K2,1,1,1.5,1.5,1.5,1.5,0,1.0,0.0,0.0,7,9.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,MiniMax M3,1,1,2.5,2.5,2.5,2.5,0,1.0,0.0,0.0,27,7.5
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,Qwen3-30B-A3B-Instruct-2507,1,1,4.5,4.5,4.5,4.5,1,1.0,0.0,0.0,9,2.0
target_problem,postoperative_glucose_variability_and_medication_safety,target_problem: postoperative_glucose_variability_and_medication_safety,Qwen3.8-Max,1,1,1.5,1.5,1.5,1.5,0,1.0,0.0,0.0,14,9.5
target_problem,postpartum_warning,target_problem: postpartum_warning,DeepSeek-V3.2,2,2,3.5,2.0,5.0,3.5,0.5,1.0,0.0,0.0,28.5,4.5
target_problem,postpartum_warning,target_problem: postpartum_warning,DeepSeek-V4-Pro,2,2,3.25,2.0,4.5,3.25,0.5,1.0,0.0,0.0,23,6.5
target_problem,postpartum_warning,target_problem: postpartum_warning,Doubao-Seed-2.0-lite,2,2,2.75,2.0,3.5,2.75,0,1.0,0.0,0.0,9.5,8.5
target_problem,postpartum_warning,target_problem: postpartum_warning,GLM-5,2,2,2.25,2.0,2.5,2.25,0,1.0,0.0,0.0,8,10.0
