judge_model,quality_error,count,rate_per_cell
GLM-5,ho[0]:citation[1]:quote_too_short,2,0.0016666666666666668
GLM-5,ho[0]:citation[1]:unknown_event_id,2,0.0016666666666666668
GLM-5,important_non_chain_defect_missing_or_weak_explanation,2,0.0016666666666666668
GLM-5,non_chain:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,proposed_grade_inconsistent:expected_3,2,0.0016666666666666668
GLM-5,rc[0]:citation:requires_doctor_action_citation,2,0.0016666666666666668
GLM-5,rc[0]:citation[0]:unknown_event_id,2,0.0016666666666666668
GLM-5,rc[1]:citation[1]:unknown_event_id,2,0.0016666666666666668
GLM-5,rc[2]:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,rc[2]:citation[1]:quote_too_short,2,0.0016666666666666668
GLM-5,rc[3]:citation:missing,2,0.0016666666666666668
GLM-5,rc[3]:citation[0]:missing_or_weak_explanation,2,0.0016666666666666668
GLM-5,rc[3]:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,rc[3]:citation[1]:missing_or_weak_explanation,2,0.0016666666666666668
GLM-5,rc[4]:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,rc[7]:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,rc[7]:citation[0]:unknown_event_id,2,0.0016666666666666668
GLM-5,rc[8]:citation[0]:quote_too_short,2,0.0016666666666666668
GLM-5,closure:citation[2]:unknown_event_id,1,0.0008333333333333334
GLM-5,dimension:actionability_responsibility_chain[0]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:actionability_responsibility_chain[1]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:clinical_reasoning_direction[1]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:clinical_reasoning_direction[1]:unknown_event_id,1,0.0008333333333333334
GLM-5,dimension:continuity_memory_focus[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,dimension:continuity_memory_focus[0]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:medical_safety_risk_recognition[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,dimension:medical_safety_risk_recognition[0]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:medical_safety_risk_recognition[1]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,dimension:patient_family_realworld_adaptation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,dimension:patient_family_realworld_adaptation[1]:quote_too_short,1,0.0008333333333333334
GLM-5,ho[0]:citation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,ho[0]:citation[2]:unknown_event_id,1,0.0008333333333333334
GLM-5,ho[1]:citation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,ho[1]:not_triggered_must_not_have_citations,1,0.0008333333333333334
GLM-5,ho[2]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,ho[2]:citation[1]:duplicate,1,0.0008333333333333334
GLM-5,ho[2]:citation[2]:unknown_event_id,1,0.0008333333333333334
GLM-5,ho[3]:citation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,ho[3]:citation[0]:unknown_event_id,1,0.0008333333333333334
GLM-5,non_chain:citation:requires_doctor_action_citation,1,0.0008333333333333334
GLM-5,non_chain:citation[1]:nonverbatim_quote,1,0.0008333333333333334
GLM-5,rc[0]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[0]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[0]:citation[1]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[0]:citation[1]:unknown_event_id,1,0.0008333333333333334
GLM-5,rc[0]:citation[2]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[1]:citation:missing,1,0.0008333333333333334
GLM-5,rc[1]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[1]:citation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[1]:citation[2]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[1]:citation[2]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[1]:citation[4]:duplicate,1,0.0008333333333333334
GLM-5,rc[1]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[3]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[4]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[4]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[5]:met_requires_no_issue_kind,1,0.0008333333333333334
GLM-5,rc[6]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[6]:citation[0]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[6]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,rc[6]:citation[1]:quote_too_short,1,0.0008333333333333334
GLM-5,rc[7]:citation:missing,1,0.0008333333333333334
GLM-5,rc[7]:citation[2]:nonverbatim_quote,1,0.0008333333333333334
GLM-5,rc[7]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,dimension:continuity_memory_focus[0]:nonverbatim_quote,180,0.15
GPT-5.5,proposed_grade_inconsistent:expected_4,153,0.1275
GPT-5.5,dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote,139,0.11583333333333333
GPT-5.5,rc[5]:citation[1]:nonverbatim_quote,118,0.09833333333333333
GPT-5.5,ho[3]:citation[0]:nonverbatim_quote,117,0.0975
GPT-5.5,rc[4]:citation[1]:nonverbatim_quote,116,0.09666666666666666
GPT-5.5,ho[2]:citation[0]:nonverbatim_quote,114,0.095
GPT-5.5,rc[5]:citation[0]:nonverbatim_quote,113,0.09416666666666666
GPT-5.5,ho[2]:citation[1]:nonverbatim_quote,112,0.09333333333333334
GPT-5.5,rc[3]:citation[1]:nonverbatim_quote,103,0.08583333333333333
GPT-5.5,ho[0]:citation[0]:nonverbatim_quote,102,0.085
GPT-5.5,ho[1]:citation[1]:nonverbatim_quote,101,0.08416666666666667
GPT-5.5,ho[3]:citation[1]:nonverbatim_quote,101,0.08416666666666667
GPT-5.5,rc[4]:citation[0]:nonverbatim_quote,101,0.08416666666666667
GPT-5.5,ho[1]:citation[0]:nonverbatim_quote,96,0.08
GPT-5.5,dimension:actionability_responsibility_chain[0]:nonverbatim_quote,93,0.0775
GPT-5.5,ho[0]:citation[1]:nonverbatim_quote,91,0.07583333333333334
GPT-5.5,rc[6]:citation[0]:nonverbatim_quote,87,0.0725
GPT-5.5,rc[2]:citation[1]:nonverbatim_quote,84,0.07
GPT-5.5,dimension:medical_safety_risk_recognition[0]:nonverbatim_quote,83,0.06916666666666667
GPT-5.5,rc[3]:citation[0]:nonverbatim_quote,80,0.06666666666666667
GPT-5.5,rc[1]:citation[1]:nonverbatim_quote,77,0.06416666666666666
GPT-5.5,rc[6]:citation[1]:nonverbatim_quote,75,0.0625
GPT-5.5,closure:citation[0]:nonverbatim_quote,74,0.06166666666666667
GPT-5.5,dimension:clinical_reasoning_direction[0]:nonverbatim_quote,68,0.056666666666666664
GPT-5.5,rc[2]:citation[0]:nonverbatim_quote,65,0.05416666666666667
GPT-5.5,rc[1]:citation[0]:nonverbatim_quote,59,0.049166666666666664
GPT-5.5,closure:citation[1]:nonverbatim_quote,57,0.0475
GPT-5.5,rc[7]:citation[1]:nonverbatim_quote,47,0.03916666666666667
GPT-5.5,dimension:medical_safety_risk_recognition[0]:quote_too_short,44,0.03666666666666667
GPT-5.5,ho[2]:citation[0]:quote_too_short,44,0.03666666666666667
GPT-5.5,rc[0]:citation[0]:nonverbatim_quote,44,0.03666666666666667
GPT-5.5,invalid_status_cannot_be_fully_valid,43,0.035833333333333335
GPT-5.5,dimension:medical_safety_risk_recognition[1]:nonverbatim_quote,39,0.0325
GPT-5.5,rc[0]:citation[1]:nonverbatim_quote,39,0.0325
GPT-5.5,closure:citation[1]:quote_too_short,38,0.03166666666666667
GPT-5.5,ho[1]:citation[0]:quote_too_short,38,0.03166666666666667
GPT-5.5,closure:citation[0]:quote_too_short,37,0.030833333333333334
GPT-5.5,rc[4]:citation[1]:quote_too_short,37,0.030833333333333334
GPT-5.5,rc[6]:citation[1]:quote_too_short,37,0.030833333333333334
GPT-5.5,rc[5]:citation[0]:quote_too_short,36,0.03
GPT-5.5,rc[7]:citation[0]:nonverbatim_quote,35,0.029166666666666667
GPT-5.5,dimension:medical_safety_risk_recognition:requires_doctor_action_citation,34,0.028333333333333332
GPT-5.5,ho[3]:citation[0]:quote_too_short,33,0.0275
GPT-5.5,ho[0]:citation[0]:quote_too_short,32,0.02666666666666667
GPT-5.5,rc[5]:citation[1]:quote_too_short,32,0.02666666666666667
GPT-5.5,dimension:actionability_responsibility_chain[1]:nonverbatim_quote,31,0.025833333333333333
GPT-5.5,rc[3]:citation[1]:quote_too_short,31,0.025833333333333333
GPT-5.5,dimension:patient_family_realworld_adaptation[0]:quote_too_short,30,0.025
GPT-5.5,dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote,29,0.024166666666666666
GPT-5.5,ho[0]:citation[1]:quote_too_short,29,0.024166666666666666
GPT-5.5,ho[1]:citation[1]:quote_too_short,29,0.024166666666666666
GPT-5.5,ho[3]:citation[1]:quote_too_short,29,0.024166666666666666
GPT-5.5,rc[3]:citation[0]:quote_too_short,29,0.024166666666666666
GPT-5.5,dimension:actionability_responsibility_chain[0]:quote_too_short,26,0.021666666666666667
GPT-5.5,dimension:continuity_memory_focus[1]:nonverbatim_quote,26,0.021666666666666667
GPT-5.5,rc[1]:citation[1]:quote_too_short,26,0.021666666666666667
GPT-5.5,rc[2]:citation[1]:quote_too_short,26,0.021666666666666667
GPT-5.5,rc[2]:citation[0]:quote_too_short,25,0.020833333333333332
GPT-5.5,dimension:clinical_reasoning_direction[1]:nonverbatim_quote,24,0.02
GPT-5.5,closure:citation:requires_doctor_action_citation,23,0.019166666666666665
GPT-5.5,rc[0]:citation[1]:quote_too_short,23,0.019166666666666665
GPT-5.5,dimension:continuity_memory_focus[0]:quote_too_short,22,0.018333333333333333
GPT-5.5,dimension:medical_safety_risk_recognition[1]:quote_too_short,21,0.0175
GPT-5.5,dimension:patient_family_realworld_adaptation:requires_doctor_action_citation,21,0.0175
GPT-5.5,rc[1]:citation[0]:quote_too_short,21,0.0175
GPT-5.5,rc[6]:citation[0]:quote_too_short,21,0.0175
GPT-5.5,dimension:actionability_responsibility_chain:requires_doctor_action_citation,20,0.016666666666666666
GPT-5.5,dimension:continuity_memory_focus:requires_doctor_action_citation,20,0.016666666666666666
GPT-5.5,ho[0]:citation[2]:nonverbatim_quote,20,0.016666666666666666
GPT-5.5,rc[0]:citation[0]:quote_too_short,20,0.016666666666666666
GPT-5.5,rc[4]:citation[0]:quote_too_short,20,0.016666666666666666
GPT-5.5,rc[3]:citation[2]:nonverbatim_quote,19,0.015833333333333335
GPT-5.5,rc[4]:citation[2]:nonverbatim_quote,19,0.015833333333333335
GPT-5.5,rc[6]:citation:requires_doctor_action_citation,18,0.015
GPT-5.5,closure:citation[2]:quote_too_short,17,0.014166666666666666
GPT-5.5,dimension:actionability_responsibility_chain[1]:quote_too_short,17,0.014166666666666666
GPT-5.5,ho[2]:citation[1]:quote_too_short,17,0.014166666666666666
GPT-5.5,dimension:clinical_reasoning_direction[0]:quote_too_short,16,0.013333333333333334
GPT-5.5,rc[2]:citation[2]:nonverbatim_quote,15,0.0125
GPT-5.5,closure:citation[2]:nonverbatim_quote,14,0.011666666666666667
GPT-5.5,ho[3]:citation[2]:nonverbatim_quote,14,0.011666666666666667
GPT-5.5,rc[5]:citation[2]:nonverbatim_quote,14,0.011666666666666667
GPT-5.5,dimension:patient_family_realworld_adaptation[1]:quote_too_short,13,0.010833333333333334
GPT-5.5,ho[1]:citation[2]:nonverbatim_quote,13,0.010833333333333334
GPT-5.5,ho[1]:citation:requires_doctor_action_citation,12,0.01
GPT-5.5,rc[5]:citation:requires_doctor_action_citation,12,0.01
GPT-5.5,dimension:clinical_reasoning_direction:requires_doctor_action_citation,11,0.009166666666666667
GPT-5.5,ho[0]:citation:requires_doctor_action_citation,11,0.009166666666666667
GPT-5.5,ho[3]:citation[2]:quote_too_short,11,0.009166666666666667
GPT-5.5,ho[2]:citation:requires_doctor_action_citation,9,0.0075
GPT-5.5,ho[2]:citation[2]:nonverbatim_quote,9,0.0075
GPT-5.5,rc[1]:citation[2]:nonverbatim_quote,9,0.0075
GPT-5.5,rc[2]:citation[2]:quote_too_short,9,0.0075
GPT-5.5,rc[4]:citation[2]:quote_too_short,9,0.0075
GPT-5.5,rc[7]:citation:requires_doctor_action_citation,9,0.0075
GPT-5.5,ho[1]:citation[2]:quote_too_short,8,0.006666666666666667
GPT-5.5,ho[3]:citation:requires_doctor_action_citation,8,0.006666666666666667
GPT-5.5,rc[6]:citation[2]:nonverbatim_quote,8,0.006666666666666667
GPT-5.5,rc[7]:citation[0]:quote_too_short,8,0.006666666666666667
GPT-5.5,ho[3]:high_order_evidence_not_distinct_from_minimum_rc,7,0.005833333333333334
GPT-5.5,non_chain:citation[0]:quote_too_short,7,0.005833333333333334
GPT-5.5,rc[7]:citation[1]:quote_too_short,7,0.005833333333333334
GPT-5.5,dimension:continuity_memory_focus[1]:quote_too_short,6,0.005
GPT-5.5,ho[0]:high_order_evidence_not_distinct_from_minimum_rc,6,0.005
GPT-5.5,ho[2]:high_order_evidence_not_distinct_from_minimum_rc,6,0.005
GPT-5.5,rc[0]:citation:requires_doctor_action_citation,6,0.005
GPT-5.5,rc[8]:citation[0]:nonverbatim_quote,6,0.005
GPT-5.5,ho[1]:citation:missing,5,0.004166666666666667
GPT-5.5,proposed_grade_inconsistent:expected_2,5,0.004166666666666667
GPT-5.5,dimension:clinical_reasoning_direction[1]:quote_too_short,4,0.0033333333333333335
GPT-5.5,dimension:medical_safety_risk_recognition[1]:missing_or_weak_explanation,4,0.0033333333333333335
GPT-5.5,ho[2]:citation[2]:quote_too_short,4,0.0033333333333333335
GPT-5.5,ho[3]:citation:missing,4,0.0033333333333333335
GPT-5.5,non_chain:citation:requires_doctor_action_citation,4,0.0033333333333333335
GPT-5.5,rc[1]:citation:requires_doctor_action_citation,4,0.0033333333333333335
GPT-5.5,rc[1]:citation[2]:quote_too_short,4,0.0033333333333333335
GPT-5.5,rc[2]:citation:requires_doctor_action_citation,4,0.0033333333333333335
GPT-5.5,rc[3]:citation[2]:quote_too_short,4,0.0033333333333333335
GPT-5.5,rc[4]:citation:requires_doctor_action_citation,4,0.0033333333333333335
GPT-5.5,rc[7]:citation[2]:nonverbatim_quote,4,0.0033333333333333335
GPT-5.5,non_chain:citation[1]:quote_too_short,3,0.0025
GPT-5.5,rc[3]:citation:requires_doctor_action_citation,3,0.0025
GPT-5.5,rc[5]:citation[0]:missing_or_weak_explanation,3,0.0025
GPT-5.5,rc[5]:citation[2]:quote_too_short,3,0.0025
GPT-5.5,valid_status_requires_safe_executable_traceable,3,0.0025
GPT-5.5,dimension:actionability_responsibility_chain[0]:missing_or_weak_explanation,2,0.0016666666666666668
GPT-5.5,ho[0]:citation[2]:quote_too_short,2,0.0016666666666666668
GPT-5.5,ho[1]:high_order_evidence_not_distinct_from_minimum_rc,2,0.0016666666666666668
GPT-5.5,ho[2]:citation:missing,2,0.0016666666666666668
GPT-5.5,non_chain:citation[2]:quote_too_short,2,0.0016666666666666668
GPT-5.5,rc[0]:citation[2]:nonverbatim_quote,2,0.0016666666666666668
GPT-5.5,rc[0]:citation[2]:quote_too_short,2,0.0016666666666666668
GPT-5.5,rc[1]:citation[1]:unknown_event_id,2,0.0016666666666666668
GPT-5.5,rc[3]:citation[1]:missing_or_weak_explanation,2,0.0016666666666666668
GPT-5.5,rc[3]:citation[3]:nonverbatim_quote,2,0.0016666666666666668
GPT-5.5,rc[4]:citation[3]:nonverbatim_quote,2,0.0016666666666666668
GPT-5.5,rc[6]:citation[1]:missing_or_weak_explanation,2,0.0016666666666666668
GPT-5.5,rc[6]:citation[2]:quote_too_short,2,0.0016666666666666668
GPT-5.5,closure:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,dimension:actionability_responsibility_chain[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,dimension:actionability_responsibility_chain[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,dimension:continuity_memory_focus[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,dimension:medical_safety_risk_recognition[0]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,ho[0]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,ho[0]:citation[3]:nonverbatim_quote,1,0.0008333333333333334
GPT-5.5,ho[0]:citation[3]:quote_too_short,1,0.0008333333333333334
GPT-5.5,ho[1]:citation[1]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,ho[1]:completion_flags_inconsistent,1,0.0008333333333333334
GPT-5.5,ho[2]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,ho[2]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,ho[2]:completion_flags_inconsistent,1,0.0008333333333333334
GPT-5.5,non_chain:citation[2]:nonverbatim_quote,1,0.0008333333333333334
GPT-5.5,proposed_grade_inconsistent:expected_5,1,0.0008333333333333334
GPT-5.5,rc[0]:citation[3]:nonverbatim_quote,1,0.0008333333333333334
GPT-5.5,rc[1]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[1]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[1]:citation[2]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[2]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[2]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,rc[2]:citation[2]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[2]:citation[3]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[2]:citation[3]:quote_too_short,1,0.0008333333333333334
GPT-5.5,rc[3]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[3]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,rc[5]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,rc[5]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[5]:citation[2]:missing_or_weak_explanation,1,0.0008333333333333334
GPT-5.5,rc[6]:citation[0]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,rc[6]:citation[1]:unknown_event_id,1,0.0008333333333333334
GPT-5.5,rc[6]:citation[3]:quote_too_short,1,0.0008333333333333334
GPT-5.5,rc[8]:citation[0]:quote_too_short,1,0.0008333333333333334
gpt-5.6-sol,dimension:continuity_memory_focus[0]:nonverbatim_quote,140,0.11666666666666667
gpt-5.6-sol,ho[2]:citation[0]:nonverbatim_quote,120,0.1
gpt-5.6-sol,dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote,113,0.09416666666666666
gpt-5.6-sol,rc[5]:citation[0]:nonverbatim_quote,113,0.09416666666666666
gpt-5.6-sol,rc[4]:citation[0]:nonverbatim_quote,109,0.09083333333333334
gpt-5.6-sol,dimension:actionability_responsibility_chain[0]:nonverbatim_quote,108,0.09
gpt-5.6-sol,ho[3]:citation[0]:nonverbatim_quote,100,0.08333333333333333
gpt-5.6-sol,dimension:medical_safety_risk_recognition[0]:nonverbatim_quote,99,0.0825
gpt-5.6-sol,rc[3]:citation[0]:nonverbatim_quote,93,0.0775
gpt-5.6-sol,dimension:clinical_reasoning_direction[0]:nonverbatim_quote,90,0.075
gpt-5.6-sol,ho[0]:citation[0]:nonverbatim_quote,86,0.07166666666666667
gpt-5.6-sol,rc[2]:citation[0]:nonverbatim_quote,84,0.07
gpt-5.6-sol,ho[1]:citation[0]:nonverbatim_quote,74,0.06166666666666667
gpt-5.6-sol,closure:citation[0]:nonverbatim_quote,73,0.060833333333333336
gpt-5.6-sol,ho[3]:citation[1]:nonverbatim_quote,72,0.06
gpt-5.6-sol,rc[6]:citation[0]:nonverbatim_quote,72,0.06
gpt-5.6-sol,ho[2]:citation[1]:nonverbatim_quote,70,0.058333333333333334
gpt-5.6-sol,ho[0]:citation[1]:nonverbatim_quote,67,0.05583333333333333
gpt-5.6-sol,rc[5]:citation[1]:nonverbatim_quote,67,0.05583333333333333
gpt-5.6-sol,rc[1]:citation[0]:nonverbatim_quote,66,0.055
gpt-5.6-sol,rc[0]:citation[0]:nonverbatim_quote,65,0.05416666666666667
gpt-5.6-sol,rc[3]:citation[1]:nonverbatim_quote,63,0.0525
gpt-5.6-sol,ho[1]:citation[1]:nonverbatim_quote,60,0.05
gpt-5.6-sol,rc[4]:citation[1]:nonverbatim_quote,60,0.05
gpt-5.6-sol,rc[6]:citation[1]:nonverbatim_quote,56,0.04666666666666667
gpt-5.6-sol,dimension:medical_safety_risk_recognition[1]:nonverbatim_quote,50,0.041666666666666664
gpt-5.6-sol,non_chain:citation[0]:nonverbatim_quote,50,0.041666666666666664
gpt-5.6-sol,dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote,46,0.03833333333333333
gpt-5.6-sol,proposed_grade_inconsistent:expected_4,46,0.03833333333333333
gpt-5.6-sol,rc[2]:citation[1]:nonverbatim_quote,46,0.03833333333333333
gpt-5.6-sol,rc[1]:citation[1]:nonverbatim_quote,44,0.03666666666666667
gpt-5.6-sol,invalid_status_cannot_be_fully_valid,42,0.035
gpt-5.6-sol,rc[7]:citation[0]:nonverbatim_quote,41,0.034166666666666665
gpt-5.6-sol,closure:citation[1]:nonverbatim_quote,35,0.029166666666666667
gpt-5.6-sol,dimension:continuity_memory_focus[1]:nonverbatim_quote,34,0.028333333333333332
gpt-5.6-sol,dimension:clinical_reasoning_direction[1]:nonverbatim_quote,29,0.024166666666666666
gpt-5.6-sol,rc[0]:citation[1]:nonverbatim_quote,24,0.02
gpt-5.6-sol,rc[7]:citation[1]:nonverbatim_quote,23,0.019166666666666665
gpt-5.6-sol,dimension:actionability_responsibility_chain[1]:nonverbatim_quote,22,0.018333333333333333
gpt-5.6-sol,rc[3]:citation[0]:quote_too_short,19,0.015833333333333335
gpt-5.6-sol,ho[0]:citation[0]:quote_too_short,18,0.015
gpt-5.6-sol,rc[4]:citation[0]:quote_too_short,18,0.015
gpt-5.6-sol,dimension:medical_safety_risk_recognition[0]:quote_too_short,17,0.014166666666666666
gpt-5.6-sol,rc[5]:citation[0]:quote_too_short,17,0.014166666666666666
gpt-5.6-sol,rc[0]:citation[0]:quote_too_short,16,0.013333333333333334
gpt-5.6-sol,closure:citation[0]:quote_too_short,15,0.0125
gpt-5.6-sol,non_chain:citation[1]:nonverbatim_quote,15,0.0125
gpt-5.6-sol,rc[4]:citation[1]:quote_too_short,15,0.0125
gpt-5.6-sol,closure:citation[1]:quote_too_short,14,0.011666666666666667
gpt-5.6-sol,dimension:medical_safety_risk_recognition[1]:quote_too_short,14,0.011666666666666667
gpt-5.6-sol,ho[3]:citation[0]:quote_too_short,13,0.010833333333333334
gpt-5.6-sol,ho[1]:citation[0]:quote_too_short,12,0.01
gpt-5.6-sol,ho[2]:citation:missing,12,0.01
gpt-5.6-sol,dimension:patient_family_realworld_adaptation[0]:quote_too_short,11,0.009166666666666667
gpt-5.6-sol,ho[0]:citation:requires_doctor_action_citation,11,0.009166666666666667
gpt-5.6-sol,ho[2]:citation[0]:quote_too_short,11,0.009166666666666667
gpt-5.6-sol,ho[3]:citation[1]:quote_too_short,11,0.009166666666666667
gpt-5.6-sol,rc[3]:citation[1]:quote_too_short,11,0.009166666666666667
gpt-5.6-sol,rc[7]:citation[1]:quote_too_short,11,0.009166666666666667
gpt-5.6-sol,rc[1]:citation[1]:quote_too_short,10,0.008333333333333333
gpt-5.6-sol,rc[6]:citation[0]:quote_too_short,10,0.008333333333333333
gpt-5.6-sol,rc[6]:citation[1]:quote_too_short,10,0.008333333333333333
gpt-5.6-sol,dimension:patient_family_realworld_adaptation[1]:quote_too_short,9,0.0075
gpt-5.6-sol,ho[1]:citation:missing,9,0.0075
gpt-5.6-sol,ho[3]:citation:missing,9,0.0075
gpt-5.6-sol,rc[1]:citation[0]:quote_too_short,9,0.0075
gpt-5.6-sol,rc[2]:citation[1]:quote_too_short,9,0.0075
gpt-5.6-sol,dimension:clinical_reasoning_direction[0]:quote_too_short,8,0.006666666666666667
gpt-5.6-sol,dimension:medical_safety_risk_recognition:requires_doctor_action_citation,8,0.006666666666666667
gpt-5.6-sol,ho[0]:citation:missing,8,0.006666666666666667
gpt-5.6-sol,ho[1]:citation[1]:quote_too_short,8,0.006666666666666667
gpt-5.6-sol,ho[3]:completion_flags_inconsistent,8,0.006666666666666667
gpt-5.6-sol,rc[0]:citation[1]:quote_too_short,8,0.006666666666666667
gpt-5.6-sol,dimension:actionability_responsibility_chain[0]:quote_too_short,7,0.005833333333333334
gpt-5.6-sol,rc[2]:citation[0]:quote_too_short,7,0.005833333333333334
gpt-5.6-sol,rc[5]:citation[1]:quote_too_short,7,0.005833333333333334
gpt-5.6-sol,dimension:actionability_responsibility_chain:requires_doctor_action_citation,6,0.005
gpt-5.6-sol,dimension:clinical_reasoning_direction:requires_doctor_action_citation,6,0.005
gpt-5.6-sol,dimension:clinical_reasoning_direction[1]:quote_too_short,6,0.005
gpt-5.6-sol,dimension:continuity_memory_focus[0]:quote_too_short,6,0.005
gpt-5.6-sol,dimension:patient_family_realworld_adaptation:requires_doctor_action_citation,6,0.005
gpt-5.6-sol,ho[0]:citation[1]:quote_too_short,6,0.005
gpt-5.6-sol,ho[1]:high_order_evidence_not_distinct_from_minimum_rc,6,0.005
gpt-5.6-sol,non_chain:citation[0]:quote_too_short,6,0.005
gpt-5.6-sol,rc[6]:citation:requires_doctor_action_citation,6,0.005
gpt-5.6-sol,rc[8]:citation[0]:nonverbatim_quote,6,0.005
gpt-5.6-sol,dimension:actionability_responsibility_chain[1]:quote_too_short,5,0.004166666666666667
gpt-5.6-sol,ho[0]:completion_flags_inconsistent,5,0.004166666666666667
gpt-5.6-sol,ho[0]:high_order_evidence_not_distinct_from_minimum_rc,5,0.004166666666666667
gpt-5.6-sol,ho[1]:citation[2]:nonverbatim_quote,5,0.004166666666666667
gpt-5.6-sol,ho[1]:completion_flags_inconsistent,5,0.004166666666666667
gpt-5.6-sol,ho[2]:citation:requires_doctor_action_citation,5,0.004166666666666667
gpt-5.6-sol,ho[2]:completion_flags_inconsistent,5,0.004166666666666667
gpt-5.6-sol,rc[5]:citation[1]:missing_or_weak_explanation,5,0.004166666666666667
gpt-5.6-sol,dimension:continuity_memory_focus:requires_doctor_action_citation,4,0.0033333333333333335
gpt-5.6-sol,dimension:continuity_memory_focus[1]:quote_too_short,4,0.0033333333333333335
gpt-5.6-sol,ho[0]:citation[2]:nonverbatim_quote,4,0.0033333333333333335
gpt-5.6-sol,ho[2]:citation[1]:quote_too_short,4,0.0033333333333333335
gpt-5.6-sol,rc[0]:citation:requires_doctor_action_citation,4,0.0033333333333333335
gpt-5.6-sol,rc[0]:missing_or_weak_explanation,4,0.0033333333333333335
gpt-5.6-sol,rc[3]:citation:requires_doctor_action_citation,4,0.0033333333333333335
gpt-5.6-sol,rc[4]:citation[1]:missing_or_weak_explanation,4,0.0033333333333333335
gpt-5.6-sol,rc[5]:citation:requires_doctor_action_citation,4,0.0033333333333333335
gpt-5.6-sol,rc[7]:citation[0]:quote_too_short,4,0.0033333333333333335
gpt-5.6-sol,closure:citation:requires_doctor_action_citation,3,0.0025
gpt-5.6-sol,closure:citation[2]:nonverbatim_quote,3,0.0025
gpt-5.6-sol,ho[1]:citation:requires_doctor_action_citation,3,0.0025
