public_trajectory_id,packet_id,case_id,doctor_model,trajectory_status,turns_completed,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,closure_status,closure_kind,case_disease_domain,case_target_problem,case_starting_phase,case_friction_intensity,case_primary_friction,case_secondary_frictions,case_tool_dependency,case_expected_turn_budget_category,case_high_order_capability_domains,aggregate_score_mean,aggregate_score_median,judge_score_range,judge_score_std,score_minus_case_mean,failure_flags,primary_failure_mode,low_score,very_low_score,below_strong,high_turn,very_high_turn,no_workspace,sparse_workspace,heavy_workspace,high_judge_disagreement,workspace_underuse_candidate,workspace_overuse_candidate,long_or_tool_intensive_low_score,closed_but_low_score,model_specific_weakness,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge
case_CL120_EHR_054__DeepSeek-V4-Pro,case_CL120_EHR_054__anon_dee94cbc1ed8e21b,case_CL120_EHR_054,DeepSeek-V4-Pro,closed_success,10,76,10,10,6,19,16,17,True,1.6666666666666667,1,9,11,0,3,,,closed,terminal_safe_episode_closed,gastro_hepatology,gi_bleeding,home_execution_failure,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-0.7000000000000002,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
case_CL120_EHR_055__DeepSeek-V4-Pro,case_CL120_EHR_055__anon_d981dd53690a87e3,case_CL120_EHR_055,DeepSeek-V4-Pro,closed_success,15,107,15,15,9,19,16,17,True,1.6666666666666667,1,15,16,0,18,,,closed,terminal_safe_episode_closed,gastro_hepatology,viral_hepatitis_cirrhosis,home_execution_failure,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.5,0.3999999999999999,heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True
case_CL120_EHR_056__DeepSeek-V4-Pro,case_CL120_EHR_056__anon_b1abe6833c9b3cad,case_CL120_EHR_056,DeepSeek-V4-Pro,closed_success,8,90,8,8,7,24,22,22,True,1.1428571428571428,1,7,9,0,4,,,closed,terminal_safe_episode_closed,gastro_hepatology,abdominal_pain,longitudinal_followup,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,-1.1,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
case_CL120_EHR_057__DeepSeek-V4-Pro,case_CL120_EHR_057__anon_1453b84ea1098049,case_CL120_EHR_057,DeepSeek-V4-Pro,closed_success,13,56,13,13,3,11,9,9,True,4.333333333333333,1,7,0,14,0,,,closed,terminal_safe_episode_closed,gastro_hepatology,pancreatitis,discharge_transition,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,2,1.0,4,1.7320508075688772,-1.35,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True
case_CL120_EHR_058__DeepSeek-V4-Pro,case_CL120_EHR_058__anon_d795d3936a6cade0,case_CL120_EHR_058,DeepSeek-V4-Pro,closed_success,10,69,10,10,5,16,13,14,True,2.0,1,7,11,0,4,,,closed,terminal_safe_episode_closed,gastro_hepatology,colonoscopy_or_pathology_followup,discharge_transition,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,2.0,0.6000000000000001,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_059__DeepSeek-V4-Pro,case_CL120_EHR_059__anon_984f215d33163c88,case_CL120_EHR_059,DeepSeek-V4-Pro,closed_success,15,64,15,15,5,10,8,9,True,3.0,1,13,0,16,5,,,closed,terminal_safe_handoff_closed,gastro_hepatology,gi_bleeding,pre_handoff,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-1.65,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False
case_CL120_EHR_060__DeepSeek-V4-Pro,case_CL120_EHR_060__anon_ef4010395380a436,case_CL120_EHR_060,DeepSeek-V4-Pro,runtime_error,1,11,1,1,1,3,3,3,True,1.0,1,1,1,0,0,content_filter_400,RuntimeError,open,,gastro_hepatology,viral_hepatitis_cirrhosis,pre_handoff,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,1.25,1.0,1,0.4330127018922193,-0.30000000000000004,low_score | very_low_score | below_strong | sparse_workspace | workspace_underuse_candidate | serious_error_any_judge | minor_or_moderate_error_any_judge,runtime_error,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
case_CL120_EHR_061__DeepSeek-V4-Pro,case_CL120_EHR_061__anon_df81ff06b56e89c9,case_CL120_EHR_061,DeepSeek-V4-Pro,closed_success,19,126,19,19,13,28,25,26,True,1.4615384615384615,1,19,20,0,5,,,closed,terminal_safe_episode_closed,neurology,stroke_tia,post_handoff,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,2,1.0,4,1.7320508075688772,-1.9,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
case_CL120_EHR_062__DeepSeek-V4-Pro,case_CL120_EHR_062__anon_1d6217f555cb675f,case_CL120_EHR_062,DeepSeek-V4-Pro,closed_success,10,75,10,10,4,18,14,15,True,2.5,1,7,11,0,6,,,closed,terminal_bounded_episode_closed,neurology,limb_numbness_weakness_preoperative_medication_and_followup,pre_handoff,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.0,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_063__DeepSeek-V4-Pro,case_CL120_EHR_063__anon_eeb07f0612441088,case_CL120_EHR_063,DeepSeek-V4-Pro,closed_success,11,73,11,11,4,16,14,15,True,2.75,1,9,12,0,4,,,closed,terminal_safe_episode_closed,neurology,headache_red_flag,result_return,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-0.5,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True
case_CL120_EHR_064__DeepSeek-V4-Pro,case_CL120_EHR_064__anon_ccd7cd55093045e2,case_CL120_EHR_064,DeepSeek-V4-Pro,closed_success,14,85,14,14,6,19,17,17,True,2.3333333333333335,1,12,15,0,3,,,closed,terminal_safe_episode_closed,neurology,dementia_delirium,result_return,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,1.5,1.5,1,0.5,-0.6499999999999999,low_score | very_low_score | below_strong | heavy_workspace | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False
case_CL120_EHR_065__DeepSeek-V4-Pro,case_CL120_EHR_065__anon_4ec4a137040e90ab,case_CL120_EHR_065,DeepSeek-V4-Pro,closed_success,6,69,6,6,5,18,14,15,True,1.2,1,6,7,0,7,,,closed,terminal_safe_episode_closed,neurology,neuropathy_or_fall,home_execution_failure,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,4,5.0,4,1.7320508075688772,2.55,high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
case_CL120_EHR_066__DeepSeek-V4-Pro,case_CL120_EHR_066__anon_8655902bedec22d1,case_CL120_EHR_066,DeepSeek-V4-Pro,closed_success,13,82,13,13,7,18,17,17,True,1.8571428571428572,1,13,14,0,3,,,closed,terminal_safe_episode_closed,neurology,stroke_tia,home_execution_failure,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,1.5811388300841898,-0.5,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True
case_CL120_EHR_067__DeepSeek-V4-Pro,case_CL120_EHR_067__anon_a4de4156eee4c856,case_CL120_EHR_067,DeepSeek-V4-Pro,closed_success,25,131,25,25,12,25,23,24,True,2.0833333333333335,1,25,26,0,5,,,closed,terminal_safe_episode_closed,neurology,seizure,longitudinal_followup,heavy,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,long,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.5,0.8500000000000001,heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
case_CL120_EHR_068__DeepSeek-V4-Pro,case_CL120_EHR_068__anon_6778f487fa4dd806,case_CL120_EHR_068,DeepSeek-V4-Pro,closed_success,20,146,20,20,11,35,31,32,True,1.8181818181818181,1,19,21,0,5,,,closed,terminal_safe_episode_closed,neurology,headache_red_flag,discharge_transition,heavy,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,long,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,-0.5499999999999998,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_069__DeepSeek-V4-Pro,case_CL120_EHR_069__anon_23e687511d9e0fef,case_CL120_EHR_069,DeepSeek-V4-Pro,closed_success,98,410,98,98,27,71,59,63,True,3.6296296296296298,1,97,99,0,18,,,closed,terminal_bounded_episode_closed,neurology,dementia_delirium,discharge_transition,extreme,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,extra_long,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.5,0.8500000000000001,high_turn | very_high_turn | heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False
case_CL120_EHR_070__DeepSeek-V4-Pro,case_CL120_EHR_070__anon_e097f89904adc4f5,case_CL120_EHR_070,DeepSeek-V4-Pro,closed_success,6,42,6,6,3,9,9,9,True,2.0,1,3,7,0,2,,,closed,terminal_safe_handoff_closed,neurology,neuropathy_or_fall,pre_handoff,light,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,short,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,-0.3999999999999999,low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_071__DeepSeek-V4-Pro,case_CL120_EHR_071__anon_8b64d9e9af9a8107,case_CL120_EHR_071,DeepSeek-V4-Pro,closed_success,7,36,7,7,2,7,6,6,True,3.5,1,2,0,8,2,,,closed,terminal_safe_handoff_closed,obstetrics_gynecology,pregnancy_med_safety,pre_handoff,light,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,short,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,1.1,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_072__DeepSeek-V4-Pro,case_CL120_EHR_072__anon_40ac3de8a10827da,case_CL120_EHR_072,DeepSeek-V4-Pro,closed_success,10,50,10,10,2,10,8,8,True,5.0,1,2,11,0,3,,,closed,terminal_safe_episode_closed,obstetrics_gynecology,ectopic_or_bleeding,post_handoff,light,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.0,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_073__DeepSeek-V4-Pro,case_CL120_EHR_073__anon_6c009683f71a29b7,case_CL120_EHR_073,DeepSeek-V4-Pro,closed_success,43,256,43,43,22,57,50,53,True,1.9545454545454546,1,41,43,0,2,,,closed,terminal_safe_episode_closed,obstetrics_gynecology,postpartum_warning,post_handoff,light,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.5,4,1.6393596310755,0.4500000000000002,heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
case_CL120_EHR_074__DeepSeek-V4-Pro,case_CL120_EHR_074__anon_599ce479fc6b9f3c,case_CL120_EHR_074,DeepSeek-V4-Pro,closed_success,5,53,5,5,3,15,12,12,True,1.6666666666666667,1,3,0,6,3,,,closed,terminal_safe_episode_closed,obstetrics_gynecology,gynecologic_mass_pathway,result_return,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.0897247358851685,0.3500000000000001,high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_075__DeepSeek-V4-Pro,case_CL120_EHR_075__anon_1cc318f1e3d80e22,case_CL120_EHR_075,DeepSeek-V4-Pro,closed_success,6,28,6,6,2,4,4,4,True,3.0,1,5,0,7,3,,,closed,terminal_bounded_episode_closed,obstetrics_gynecology,pregnancy_med_safety,result_return,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.6499999999999999,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_076__DeepSeek-V4-Pro,case_CL120_EHR_076__anon_d0baee9dd6098342,case_CL120_EHR_076,DeepSeek-V4-Pro,closed_success,50,238,50,50,19,46,42,42,True,2.6315789473684212,1,50,4,47,4,,,closed,terminal_safe_handoff_closed,obstetrics_gynecology,ectopic_or_bleeding,home_execution_failure,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-1.25,low_score | very_low_score | below_strong | high_turn | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True
case_CL120_EHR_077__DeepSeek-V4-Pro,case_CL120_EHR_077__anon_8fa81832b89649c9,case_CL120_EHR_077,DeepSeek-V4-Pro,closed_success,3,31,3,3,2,8,7,7,True,1.5,1,2,0,4,2,,,closed,terminal_safe_episode_closed,obstetrics_gynecology,postpartum_warning,home_execution_failure,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-1.0,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True
case_CL120_EHR_078__DeepSeek-V4-Pro,case_CL120_EHR_078__anon_5cc95fb82e9a87c9,case_CL120_EHR_078,DeepSeek-V4-Pro,closed_success,77,482,77,77,36,114,95,100,True,2.138888888888889,1,77,78,0,9,,,closed,terminal_safe_episode_closed,obstetrics_gynecology,gynecologic_mass_pathway,longitudinal_followup,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.5,4,1.6393596310755,0.7000000000000002,high_turn | heavy_workspace | high_judge_disagreement | serious_error_any_judge,high_judge_disagreement,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
case_CL120_EHR_079__DeepSeek-V4-Pro,case_CL120_EHR_079__anon_6c0b988bf31baa21,case_CL120_EHR_079,DeepSeek-V4-Pro,closed_success,19,107,19,19,9,23,21,22,True,2.111111111111111,1,18,20,0,1,,,closed,terminal_safe_episode_closed,pediatrics,fever_dehydration,discharge_transition,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.9500000000000002,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True
case_CL120_EHR_080__DeepSeek-V4-Pro,case_CL120_EHR_080__anon_148d1eaea248e748,case_CL120_EHR_080,DeepSeek-V4-Pro,closed_success,7,31,7,7,4,5,5,5,True,1.75,1,5,8,0,1,,,closed,terminal_safe_episode_closed,pediatrics,type1_diabetes_vomiting,discharge_transition,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,1.15,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_081__DeepSeek-V4-Pro,case_CL120_EHR_081__anon_9582c28034334ef2,case_CL120_EHR_081,DeepSeek-V4-Pro,closed_success,3,35,3,3,2,10,8,8,True,1.5,1,2,4,0,2,,,closed,terminal_safe_episode_closed,pediatrics,short_stature_growth_hormone_deficiency_and_scoliosis_followup,discharge_transition,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-1.2000000000000002,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False
case_CL120_EHR_082__DeepSeek-V4-Pro,case_CL120_EHR_082__anon_6bbed5a79f3df7a0,case_CL120_EHR_082,DeepSeek-V4-Pro,closed_success,6,81,6,6,5,24,20,20,True,1.2,1,6,7,0,1,,,closed,terminal_safe_episode_closed,pediatrics,caregiver_medication_error,pre_handoff,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-0.9500000000000002,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_083__DeepSeek-V4-Pro,case_CL120_EHR_083__anon_dda617d080112ee8,case_CL120_EHR_083,DeepSeek-V4-Pro,closed_success,27,162,27,27,18,33,33,32,True,1.5,1,25,28,0,6,,,closed,terminal_safe_episode_closed,pediatrics,fever_dehydration,post_handoff,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-1.0,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True
case_CL120_EHR_084__DeepSeek-V4-Pro,case_CL120_EHR_084__anon_a515c621067f73df,case_CL120_EHR_084,DeepSeek-V4-Pro,closed_success,68,406,68,68,36,91,82,83,True,1.8888888888888888,1,68,69,0,3,,,closed,terminal_safe_episode_closed,pediatrics,type1_diabetes_vomiting,post_handoff,heavy,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,long,HO1 | HO2 | HO3 | HO4,4.25,4.0,1,0.4330127018922193,1.0499999999999998,high_turn | heavy_workspace,no_major_failure_flag,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
case_CL120_EHR_085__DeepSeek-V4-Pro,case_CL120_EHR_085__anon_d409083b047cd1cc,case_CL120_EHR_085,DeepSeek-V4-Pro,closed_success,6,43,6,6,4,10,9,9,True,1.5,1,5,7,0,2,,,closed,terminal_safe_episode_closed,pediatrics,asthma_child,result_return,heavy,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,long,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,0.7000000000000002,below_strong | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True
case_CL120_EHR_086__DeepSeek-V4-Pro,case_CL120_EHR_086__anon_84e05bd5c944bf2b,case_CL120_EHR_086,DeepSeek-V4-Pro,closed_success,17,92,17,17,4,16,14,14,True,4.25,1,17,18,0,9,,,closed,terminal_safe_episode_closed,pediatrics,caregiver_medication_error,result_return,heavy,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,long,HO1 | HO2 | HO3 | HO4,4.25,5.0,3,1.299038105676658,1.2999999999999998,high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_087__DeepSeek-V4-Pro,case_CL120_EHR_087__anon_67922dbdd8dfe8a0,case_CL120_EHR_087,DeepSeek-V4-Pro,closed_success,36,163,36,36,13,30,27,28,True,2.769230769230769,1,33,20,17,3,,,closed,terminal_safe_episode_closed,oncology_hematology,new_mass_staging,home_execution_failure,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,0.5499999999999998,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_088__DeepSeek-V4-Pro,case_CL120_EHR_088__anon_4536c9a54b13965d,case_CL120_EHR_088,DeepSeek-V4-Pro,closed_success,4,43,4,4,3,10,9,9,True,1.3333333333333333,1,3,5,0,5,,,closed,terminal_safe_episode_closed,oncology_hematology,chemotherapy_complication,home_execution_failure,light,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,1.5811388300841898,0.5,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_089__DeepSeek-V4-Pro,case_CL120_EHR_089__anon_c520f1352b8d231f,case_CL120_EHR_089,DeepSeek-V4-Pro,closed_success,10,92,10,10,3,14,13,12,True,3.3333333333333335,1,4,11,0,31,,,closed,terminal_safe_handoff_closed,oncology_hematology,anemia_bleeding,longitudinal_followup,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,-0.5,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_090__DeepSeek-V4-Pro,case_CL120_EHR_090__anon_6e9d0aa03e64ba38,case_CL120_EHR_090,DeepSeek-V4-Pro,closed_success,4,33,4,4,2,7,7,7,True,2.0,1,3,5,0,3,,,closed,terminal_safe_episode_closed,oncology_hematology,palliative_transition,discharge_transition,light,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.4500000000000002,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_091__DeepSeek-V4-Pro,case_CL120_EHR_091__anon_d3f66327ea73fe46,case_CL120_EHR_091,DeepSeek-V4-Pro,closed_success,7,59,7,7,4,12,12,12,True,1.75,1,6,8,0,3,,,closed,terminal_safe_episode_closed,oncology_hematology,family_disclosure,discharge_transition,light,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,2.75,3.0,3,1.299038105676658,0.6000000000000001,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
