packet_id,public_model_slug,public_trajectory_id,case_id,doctor_model,terminal_status,turns_completed,runtime_error_present,source_trajectory_sha256,packet_sha256,source_trajectory_file,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,runtime_error_message_excerpt,closure_status,closure_kind,closed_success_flag,open_at_100_flag,runtime_error_flag,aggregate_score_median,aggregate_score_mean,judge_score_range,judge_score_std,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge,judge_reported_grade_mismatch_count,judge_output_quality_error_count,judge_with_any_quality_error_count,contract_complexity_index,contract_complexity_level
case_CL120_EHR_117__anon_32f3248051f22919,Doubao-Seed-2.0-lite,case_CL120_EHR_117__Doubao-Seed-2.0-lite,case_CL120_EHR_117,Doubao-Seed-2.0-lite,closed_success,10,False,99fc5ff1793d05da80a9612360dcfc81d4533f84720f382596d2cf8ef6e931ca,ce7200a5631aa0d22623be709efee145e64c00396cbe0e2db466fd0ac3c6b378,trajectories/by_model/Doubao-Seed-2.0-lite/case_CL120_EHR_117.json,46,10,10,2,7,6,6,True,5.0,1,2,11,0,6,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,1.75,3,1.299038105676658,True,True,True,0,12,3,3,low
case_CL120_EHR_118__anon_4de8fa0d2396539e,Doubao-Seed-2.0-lite,case_CL120_EHR_118__Doubao-Seed-2.0-lite,case_CL120_EHR_118,Doubao-Seed-2.0-lite,closed_success,18,False,4dd521b55b0726e9feb8fcc1629f3779c4f4878d85cff0a5203ead1f1abe3753,96b9c58f2355c1dc7719deb2eee1d934065a2cecd2609e7b5cf959a1fe709bce,trajectories/by_model/Doubao-Seed-2.0-lite/case_CL120_EHR_118.json,50,18,18,2,3,3,3,True,9.0,1,2,19,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,False,0,16,3,6,moderate
case_CL120_EHR_119__anon_07bb4af51410eb8c,Doubao-Seed-2.0-lite,case_CL120_EHR_119__Doubao-Seed-2.0-lite,case_CL120_EHR_119,Doubao-Seed-2.0-lite,closed_success,7,False,06f864141ae1c0e02df94356033eb080b6e633f06ac6b8f05dfc8b316cd75749,feb646da869f0dc7070be95d8a48d7ec2dfcf0ee0efea5a2ce5a5ba0d82631b7,trajectories/by_model/Doubao-Seed-2.0-lite/case_CL120_EHR_119.json,27,7,7,2,3,3,3,True,3.5,1,2,0,8,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,13,4,5,moderate
case_CL120_EHR_120__anon_79456ab64f9250c8,Doubao-Seed-2.0-lite,case_CL120_EHR_120__Doubao-Seed-2.0-lite,case_CL120_EHR_120,Doubao-Seed-2.0-lite,closed_success,12,False,26ba9bb34a8a192b12be2200a6e149cc8bad925c9449ded24ad93dd0bb71d450,38147109aa5004cb790feb4bca979c2e1923c042d492c8c59a2b98ebb8f0b18e,trajectories/by_model/Doubao-Seed-2.0-lite/case_CL120_EHR_120.json,45,12,12,2,6,5,5,True,6.0,1,2,0,13,4,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.75,3,1.299038105676658,False,True,True,0,17,3,5,moderate
case_CL120_EHR_001__anon_f2fac2cbd42c3e1f,GLM-5,case_CL120_EHR_001__GLM-5,case_CL120_EHR_001,GLM-5,closed_success,14,False,7d5d4f75335309f4774cd46c6fb96fd3af7c3f4f440959ffc78c7d9a585e2ea9,f2355690bdea0a4c7ecea8b23de40c8e457084c2fb9692a7fa825f8b74b559aa,trajectories/by_model/GLM-5/case_CL120_EHR_001.json,78,14,14,6,16,14,14,True,2.3333333333333335,1,11,15,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.25,3,1.0897247358851685,True,True,False,0,37,4,2,low
case_CL120_EHR_002__anon_b11480da78820b41,GLM-5,case_CL120_EHR_002__GLM-5,case_CL120_EHR_002,GLM-5,closed_success,7,False,b0f4d3f1532912bd8557f76cf3d761c3b57dec6fa1ce3bb1d6d410d272f52f15,da1b5712d24c0ae1d0005dd84cf0c65d84a4a089c5c1efd66dd551e81c443869,trajectories/by_model/GLM-5/case_CL120_EHR_002.json,48,7,7,4,11,10,10,True,1.75,1,4,8,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,3.5,4,1.5,True,True,False,1,37,4,6,moderate
case_CL120_EHR_003__anon_f5275f800c5f4747,GLM-5,case_CL120_EHR_003__GLM-5,case_CL120_EHR_003,GLM-5,closed_success,10,False,20c2c0d565743a199553b8a3392c42a8fcdcb044f72ec6382cf53dd6607cbc19,bb70b18d5e08b3e002cddb1c089d152d4a85ca5c9df0552a5c663975856bdd20,trajectories/by_model/GLM-5/case_CL120_EHR_003.json,56,10,10,5,11,10,10,True,2.0,1,10,11,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,2.75,3,1.299038105676658,True,True,False,1,34,4,6,moderate
case_CL120_EHR_004__anon_2ff2e6bf21e0b6bf,GLM-5,case_CL120_EHR_004__GLM-5,case_CL120_EHR_004,GLM-5,closed_success,6,False,95da36c47d1f84cc3ea06ec54fcf8cb2712fb6f367df1b28eca2b98bc3bd1ac8,c5dc1316bc34b088bbba2f47cab344de5d1af6dc163ac76d5dbfcfc4aad1f058,trajectories/by_model/GLM-5/case_CL120_EHR_004.json,50,6,6,5,12,11,11,True,1.2,1,5,7,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.25,3,1.0897247358851685,True,True,True,1,36,4,6,moderate
case_CL120_EHR_005__anon_cff28e2766b8817d,GLM-5,case_CL120_EHR_005__GLM-5,case_CL120_EHR_005,GLM-5,closed_success,5,False,0fc535b6a5f7e71412ffb82a8f3434c4df04122bd8dc90ddee10679c1d4816f6,36d1cdb23998887e257b43033b15538fda41fafc6c60f7b8950492fe6b954ee1,trajectories/by_model/GLM-5/case_CL120_EHR_005.json,35,5,5,2,6,5,5,True,2.5,1,5,6,0,8,,,,closed,terminal_safe_handoff_closed,True,False,False,4.0,3.5,4,1.5,True,False,False,2,41,4,5,moderate
case_CL120_EHR_006__anon_6af291f57034fecd,GLM-5,case_CL120_EHR_006__GLM-5,case_CL120_EHR_006,GLM-5,closed_success,9,False,364e2ff6a90636be6b1f2918bffcfb235f36da25e656a9df3e4d33b1328f4226,b914d967d21ecef00ba7640c32fa6f1b20be220e757c8ad4dbfcd70d17f4d4f5,trajectories/by_model/GLM-5/case_CL120_EHR_006.json,45,9,9,4,7,7,7,True,2.25,1,7,10,0,5,,,,closed,terminal_safe_handoff_closed,True,False,False,5.0,4,4,1.7320508075688772,True,False,False,0,56,3,4,moderate
case_CL120_EHR_007__anon_39f79fbd6f9d7b31,GLM-5,case_CL120_EHR_007__GLM-5,case_CL120_EHR_007,GLM-5,closed_success,9,False,7b4b461caa212bd30de5fded8efc87afb26890114b2121651107f68ff1fe5087,43833451f1fff9fd6d7853e60377ea111167bf16651f5525142ac365ec68d9bf,trajectories/by_model/GLM-5/case_CL120_EHR_007.json,70,9,9,5,17,15,15,True,1.8,1,7,10,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,2.0,True,True,True,0,47,3,7,high
case_CL120_EHR_008__anon_14d429c87f68ff06,GLM-5,case_CL120_EHR_008__GLM-5,case_CL120_EHR_008,GLM-5,closed_success,41,False,9854291b2ae385c852b9106e47193db19381ab86ae8270e9bfdc16c8279f2a44,a09e7bd9343e2da69b5006116af80d494e7fb31ecc9d9146daa2a596ce8433f9,trajectories/by_model/GLM-5/case_CL120_EHR_008.json,189,41,41,17,36,33,33,True,2.411764705882353,1,41,42,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,3.75,3,1.299038105676658,False,True,True,0,59,4,6,moderate
case_CL120_EHR_009__anon_ccb94e2504479ad4,GLM-5,case_CL120_EHR_009__GLM-5,case_CL120_EHR_009,GLM-5,closed_success,17,False,342ae13fb4bdbcdad67dabbaa3cc3862ed50ed2f5ac454498fd00666b7c7d72e,2765e8bb4b05894dab6cbe68d59fe74e8b38e258cb89acbb5675e5071410313a,trajectories/by_model/GLM-5/case_CL120_EHR_009.json,80,17,17,5,15,13,13,True,3.4,1,7,18,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,29,4,4,moderate
case_CL120_EHR_010__anon_08eb836ac1500cc8,GLM-5,case_CL120_EHR_010__GLM-5,case_CL120_EHR_010,GLM-5,closed_success,12,False,da1acdd0481227552f60fb0fd9304c43c6cb18d7bbc268e6d00f9af6ca6960ee,d8715c585cd5e88af8435f272e10e0575bc686aa253d4ad29fd87fdd6dcb33d5,trajectories/by_model/GLM-5/case_CL120_EHR_010.json,72,12,12,8,16,14,14,True,1.5,1,9,13,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,2.0,True,True,True,1,51,4,7,high
case_CL120_EHR_011__anon_daa18ceabd543dea,GLM-5,case_CL120_EHR_011__GLM-5,case_CL120_EHR_011,GLM-5,closed_success,34,False,8e49f27961ab196691577ee2f39ad8aba759d449b5cd5e3fe353ce8661f7b885,195794f61de9f20aa2520d8d5a0f42e06ae7c7783b91cc1e83cec89188c4fede,trajectories/by_model/GLM-5/case_CL120_EHR_011.json,151,34,34,9,29,25,25,True,3.7777777777777777,1,32,34,1,2,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,1.25,1,0.4330127018922193,True,True,True,0,49,4,5,moderate
case_CL120_EHR_012__anon_6f7e7fe08c615565,GLM-5,case_CL120_EHR_012__GLM-5,case_CL120_EHR_012,GLM-5,closed_success,18,False,74f12a62ea65810c4a54f6e74c6650879361093c7c83b4adef259452675a00b1,f551d946b5132e8c903a6c49eb65c6a6da393325bdc4a0a7d0999ae58fa1e406,trajectories/by_model/GLM-5/case_CL120_EHR_012.json,84,18,18,7,16,14,14,True,2.5714285714285716,1,15,19,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,1.5811388300841898,True,True,False,2,54,4,7,high
case_CL120_EHR_013__anon_51fca0947a25adb6,GLM-5,case_CL120_EHR_013__GLM-5,case_CL120_EHR_013,GLM-5,closed_success,5,False,bfa2f5b05f1cecde237614d2be2fc94e583e4b00a6f727379796808c28b9f161,38c8f94cac8a38f1b72ff34f98e9c63914c94e4c2cd6ec0456d7bbd3b6ba367f,trajectories/by_model/GLM-5/case_CL120_EHR_013.json,32,5,5,3,6,6,6,True,1.6666666666666667,1,3,6,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,1,37,4,6,moderate
case_CL120_EHR_014__anon_8ac8fd27f605e8a6,GLM-5,case_CL120_EHR_014__GLM-5,case_CL120_EHR_014,GLM-5,closed_success,10,False,a57c608a327d78a75136029107b06214a2cd2d929eb3e3c5dd7a7d23d90f64e8,68ff25a7c2b69153a787b0057819c2c8c18d2fff6262a67c0cb6d51b160139c7,trajectories/by_model/GLM-5/case_CL120_EHR_014.json,52,10,10,6,10,9,9,True,1.6666666666666667,1,9,11,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.25,4,1.7853571071357126,True,True,False,0,36,4,6,moderate
case_CL120_EHR_015__anon_56e607fb1edc1306,GLM-5,case_CL120_EHR_015__GLM-5,case_CL120_EHR_015,GLM-5,closed_success,14,False,bcb001f5fdb394df74d79e65a377b646ed7514af9a1dc81134944f51b1c160eb,e9171d37262aa35fc926168d54a6226433821df247e12edefa4994ac1857084f,trajectories/by_model/GLM-5/case_CL120_EHR_015.json,59,14,14,5,9,8,8,True,2.8,1,13,15,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,2,4,1.7320508075688772,True,False,True,1,32,4,10,high
case_CL120_EHR_016__anon_43f93ba8841d8155,GLM-5,case_CL120_EHR_016__GLM-5,case_CL120_EHR_016,GLM-5,closed_success,3,False,3ed027e21605218bc5ce9c325ce146bf345207eb59ba01291818a4d1a2d5ba7e,4e12782e569565f25c6f05b5df493f9dbe2d5a3283522f389ae752e1f999b986,trajectories/by_model/GLM-5/case_CL120_EHR_016.json,18,3,3,2,3,3,3,True,1.5,1,2,4,0,2,,,,closed,terminal_safe_handoff_closed,True,False,False,4.5,4,3,1.224744871391589,False,True,True,1,27,3,8,high
case_CL120_EHR_017__anon_cb683fd5201c6f2b,GLM-5,case_CL120_EHR_017__GLM-5,case_CL120_EHR_017,GLM-5,closed_success,43,False,e2f52164452801fe2d74322a466ccce90c173cbc2267d74deb838c6121c12f3a,96c58af5a456715e6e28a2b4ccc9a65f4bdc78519ffd112d660adf19dec7dfe3,trajectories/by_model/GLM-5/case_CL120_EHR_017.json,249,43,43,25,55,52,52,True,1.72,1,42,44,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,False,False,1,68,4,8,high
case_CL120_EHR_018__anon_7acfa57837e15e95,GLM-5,case_CL120_EHR_018__GLM-5,case_CL120_EHR_018,GLM-5,closed_success,13,False,37ccf979a2487b59fb80d636b6920a07e2ddbad56f88be35ac6d2d4713643611,38f605f85d6590d28e9555159430fafff210ad9b6f16dfc30811a88cadfc33ef,trajectories/by_model/GLM-5/case_CL120_EHR_018.json,71,13,13,6,14,13,13,True,2.1666666666666665,1,12,14,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,True,1,49,4,7,high
case_CL120_EHR_019__anon_f8dcba04a6e23144,GLM-5,case_CL120_EHR_019__GLM-5,case_CL120_EHR_019,GLM-5,closed_success,9,False,669b9c4e4852da3813767614df1047b9ab413c3c61bc88b1b2b562555bc86a37,94b4807636b055b413d1a6f629af21c8b71d8dab505e7030f3bfe8134b02ba5c,trajectories/by_model/GLM-5/case_CL120_EHR_019.json,87,9,9,7,23,21,21,True,1.2857142857142858,1,8,10,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,False,False,1,43,4,6,moderate
case_CL120_EHR_020__anon_1dc5c6db8d285557,GLM-5,case_CL120_EHR_020__GLM-5,case_CL120_EHR_020,GLM-5,closed_success,5,False,bb37278f3f55befd07debe550cc2fb30d0c2b257be9ab2576442531acc0bdc14,ff55fa3f2653ff2287eb9a8e2c46a364333c0306a5f526a2d8c49857b288476c,trajectories/by_model/GLM-5/case_CL120_EHR_020.json,46,5,5,4,11,10,10,True,1.25,1,4,6,0,4,,,,closed,terminal_bounded_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,False,1,26,4,5,moderate
case_CL120_EHR_021__anon_a94e6afb8839998d,GLM-5,case_CL120_EHR_021__GLM-5,case_CL120_EHR_021,GLM-5,closed_success,44,False,c3766aaa2124159784997cffcde50a2022afd3300436f71c61d718ff314f3c66,15a1115a4177a6fa6c9b31eb0cbaf2421fa4cc35fee7b542d6879377b65c7680,trajectories/by_model/GLM-5/case_CL120_EHR_021.json,161,44,44,13,23,22,22,True,3.3846153846153846,1,42,45,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,False,False,1,53,4,4,moderate
case_CL120_EHR_022__anon_a7e1bb7f7797a527,GLM-5,case_CL120_EHR_022__GLM-5,case_CL120_EHR_022,GLM-5,closed_success,9,False,88e69b775acf3b4796a89f11898fdcaac6b170551cba5ae38034a9463bc9a60b,7c66fb5911ecf5e3e8f4c2b33c9079d5df79e048db2a7a70845d8aea53c46401,trajectories/by_model/GLM-5/case_CL120_EHR_022.json,70,9,9,5,18,15,15,True,1.8,1,6,0,10,3,,,,closed,terminal_bounded_episode_closed,True,False,False,1.0,1.25,1,0.4330127018922193,True,True,False,0,29,4,5,moderate
case_CL120_EHR_023__anon_91a3808d359ba89a,GLM-5,case_CL120_EHR_023__GLM-5,case_CL120_EHR_023,GLM-5,closed_success,27,False,01c1392ddbe8b7107ad8fbe996998646543cea0489c2e04d026b181b257b5eb8,9f09c9da8a14204e9a4672f19378e3fcb30ac0706aea1fdbce8db8463eae1c80,trajectories/by_model/GLM-5/case_CL120_EHR_023.json,76,27,27,3,7,6,6,True,9.0,1,17,28,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,2.0,True,True,False,0,38,4,6,moderate
case_CL120_EHR_024__anon_ab53d02e1615149a,GLM-5,case_CL120_EHR_024__GLM-5,case_CL120_EHR_024,GLM-5,closed_success,13,False,a2d4a2ca606623acf8f059c631759a478a63a3d8454bc4a77cd769a99a02af97,ab0d6a7762a82981d17da8c8047c322b09f26e55f9f103d3509afc7e6a81edcd,trajectories/by_model/GLM-5/case_CL120_EHR_024.json,62,13,13,4,12,10,10,True,3.25,1,4,14,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,True,True,1,37,3,6,moderate
case_CL120_EHR_025__anon_a5cd58ba94f857d8,GLM-5,case_CL120_EHR_025__GLM-5,case_CL120_EHR_025,GLM-5,open_at_100,100,False,a077fa52db74feb01bb4f8dbaa5308dda4f7e01913fe3cdaba57645b7c30fd95,2a58994208faf0e21a924738c3aaa31da58540b28f43475a42424445e21596d0,trajectories/by_model/GLM-5/case_CL120_EHR_025.json,304,100,100,20,34,32,32,True,5.0,1,97,101,0,5,,,,open,open_progressing,False,True,False,3.0,3,4,1.5811388300841898,True,True,False,3,48,4,7,high
case_CL120_EHR_026__anon_d23166108dd0fde0,GLM-5,case_CL120_EHR_026__GLM-5,case_CL120_EHR_026,GLM-5,closed_success,20,False,b6cd7c5474641ff021006216ad2f71a69509ced9835ac429b0a09d77e6e4662c,974f01dd223b4d78478de265367b7f79afe0d0a4c9fff6e64c6dca51d9a51df9,trajectories/by_model/GLM-5/case_CL120_EHR_026.json,80,20,20,9,12,12,12,True,2.2222222222222223,1,19,21,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,False,False,0,51,4,8,high
case_CL120_EHR_027__anon_c8434ce5d1d90778,GLM-5,case_CL120_EHR_027__GLM-5,case_CL120_EHR_027,GLM-5,closed_success,6,False,5cb10e34e6bae2b6a6e9481c7f307790b3fc53672c4ce890445252d52212919f,ad8f15e3c8993792d79ac646e7880892f917a275b45461f5cf1ba471bd966721,trajectories/by_model/GLM-5/case_CL120_EHR_027.json,45,6,6,3,10,9,9,True,2.0,1,5,7,0,4,,,,closed,terminal_safe_handoff_closed,True,False,False,3.0,3,4,1.5811388300841898,True,True,True,0,24,3,6,moderate
case_CL120_EHR_028__anon_95f8814f5ed6f7ec,GLM-5,case_CL120_EHR_028__GLM-5,case_CL120_EHR_028,GLM-5,closed_success,17,False,aeb100205745a723aa0e65802fd9530f69efdeb8aeea6b635b841daacb7b995a,c6f255961ce3b0881b5b4fe91f31c68cbee785e672161d1688ee0bc6e2776d06,trajectories/by_model/GLM-5/case_CL120_EHR_028.json,85,17,17,7,16,15,15,True,2.4285714285714284,1,16,18,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,1.25,1,0.4330127018922193,True,True,False,0,30,4,4,moderate
case_CL120_EHR_029__anon_a92c2d8ac6670a13,GLM-5,case_CL120_EHR_029__GLM-5,case_CL120_EHR_029,GLM-5,closed_success,13,False,ab89a6cc47f7b6201604481fe396e4dd40af4755fab40d44aff8c72b9c948105,c556b4b453de71bfbcc7fad20a2a304f818949a24533519e714080684f7e1da0,trajectories/by_model/GLM-5/case_CL120_EHR_029.json,87,13,13,6,21,18,18,True,2.1666666666666665,1,8,14,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,False,False,1,42,4,7,high
case_CL120_EHR_030__anon_7ef6eb0c4b2a4e9c,GLM-5,case_CL120_EHR_030__GLM-5,case_CL120_EHR_030,GLM-5,closed_success,7,False,bbaddebe2dc3756cedfe709e3ee24abf53bc73c044e6d3b4388da609f3f76429,7a516742bab18bfc5bf7164e44017514cfce2590d735247231c72e28c5cfe7cf,trajectories/by_model/GLM-5/case_CL120_EHR_030.json,45,7,7,5,10,9,9,True,1.4,1,7,8,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,True,True,0,34,4,5,moderate
case_CL120_EHR_031__anon_ce96187d1a52017c,GLM-5,case_CL120_EHR_031__GLM-5,case_CL120_EHR_031,GLM-5,closed_success,5,False,42153ffeb4522880a9dd53831564ab31c37f0d27c0da612e4fd95271794eaf49,83d79c0cfa86f5d7a4a4c36ae231671538b21a2bf267212dd311d05ec0cba6d2,trajectories/by_model/GLM-5/case_CL120_EHR_031.json,64,5,5,5,18,16,16,True,1.0,1,5,0,6,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,True,False,0,21,3,6,moderate
case_CL120_EHR_032__anon_49498a1be3281b1f,GLM-5,case_CL120_EHR_032__GLM-5,case_CL120_EHR_032,GLM-5,closed_success,42,False,e5f85844b54f53df2bdf0d14dad17fddbf8045ce3678b3966f3cc48a860a55f9,fbb07251a043919c9de70d3a438dc3d7ad194d951f7b7e76d1afbac8060838a1,trajectories/by_model/GLM-5/case_CL120_EHR_032.json,138,42,42,10,17,16,16,True,4.2,1,33,14,29,4,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,False,0,57,4,3,low
case_CL120_EHR_033__anon_e174197b0123576f,GLM-5,case_CL120_EHR_033__GLM-5,case_CL120_EHR_033,GLM-5,closed_success,6,False,3c07fcc3e57d9720bde2003d7a42ea8681cfe8e9971a502c4562f8cf33b3c19d,3de88ef57b2b263a882e03504e3f190dced5e144bb70ab7c9f0a7e547ff9e5cd,trajectories/by_model/GLM-5/case_CL120_EHR_033.json,36,6,6,4,7,7,7,True,1.5,1,6,7,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.25,4,1.479019945774904,True,True,False,1,14,4,10,high
case_CL120_EHR_034__anon_7af778c4294f5095,GLM-5,case_CL120_EHR_034__GLM-5,case_CL120_EHR_034,GLM-5,closed_success,49,False,fd33a16b6b87a8dbf29373e50398929640ef6af325c769b92b5de74f0770ee83,eba45163cca3c1b2168b654346bc495d56089d296124fe24e7d6f961148d0fbd,trajectories/by_model/GLM-5/case_CL120_EHR_034.json,278,49,49,22,63,55,55,True,2.227272727272727,1,48,0,50,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,2,46,4,5,moderate
case_CL120_EHR_035__anon_6972bbe7ca22441f,GLM-5,case_CL120_EHR_035__GLM-5,case_CL120_EHR_035,GLM-5,closed_success,64,False,1362dfbb262a50a4141371dcf944e7d7dca2f49ac42b748318efbc99ac927735,f7cbc03387a21437a7c3ddb06313c5fbe2cca0e9a564a4cf547b3c74728f0d6a,trajectories/by_model/GLM-5/case_CL120_EHR_035.json,252,64,64,17,42,37,38,True,3.764705882352941,1,60,0,65,6,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,2.0,True,True,False,0,47,4,8,high
case_CL120_EHR_036__anon_765a9137eae8eede,GLM-5,case_CL120_EHR_036__GLM-5,case_CL120_EHR_036,GLM-5,closed_success,16,False,6d88171ced0246eed12087e28d784f1b9ef8532522741493fbc979782183e67a,9dc49212d0638ea4a615184f7bda3c07bf8c4df5bd62a42eabd8abd9dbca10f5,trajectories/by_model/GLM-5/case_CL120_EHR_036.json,107,16,16,9,25,22,22,True,1.7777777777777777,1,15,0,17,5,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,1.75,3,1.299038105676658,True,True,False,1,33,3,5,moderate
case_CL120_EHR_037__anon_6fa747fb2cfce1be,GLM-5,case_CL120_EHR_037__GLM-5,case_CL120_EHR_037,GLM-5,closed_success,95,False,ed4fb2b78399624617b40ff62461a7bae09a1f1c6a05db7357be000bdeaa1539,cb7e72cc8dbe4f1d481beb442db4d23a9bb1dd869f43f7445c590a8244eab788,trajectories/by_model/GLM-5/case_CL120_EHR_037.json,496,95,95,41,108,96,96,True,2.317073170731707,1,93,96,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,3.5,4,1.5,True,True,False,3,57,4,6,moderate
case_CL120_EHR_038__anon_76477de5f0244353,GLM-5,case_CL120_EHR_038__GLM-5,case_CL120_EHR_038,GLM-5,closed_success,22,False,0e15c9ff04a7c12e617d8b860fdc40aa416d9e1fbccf980f1f90806494a6b68f,fa91fba67928fed43260e8f246d6e836f0ff307211eb048b94267941f544f9af,trajectories/by_model/GLM-5/case_CL120_EHR_038.json,100,22,22,10,18,17,17,True,2.2,1,21,23,0,2,,,,closed,terminal_safe_handoff_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,True,False,1,62,4,6,moderate
case_CL120_EHR_039__anon_6039a021fbf82c6a,GLM-5,case_CL120_EHR_039__GLM-5,case_CL120_EHR_039,GLM-5,closed_success,9,False,8d0afdb3e1e933020c02cda0e0b478bb3b3217abb3f8450d8915e5b99148442b,995cecd8c0d7649e868203f70100974dd63ec4cd9303adb587376ffbe3780ffe,trajectories/by_model/GLM-5/case_CL120_EHR_039.json,61,9,9,5,13,12,12,True,1.8,1,6,0,10,5,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.25,4,1.7853571071357126,True,True,True,0,34,4,2,low
case_CL120_EHR_040__anon_16bc649f935c96d5,GLM-5,case_CL120_EHR_040__GLM-5,case_CL120_EHR_040,GLM-5,closed_success,11,False,818749dc93075fd359669ba4ce3411ae54ac2a69d9164bad0e4151a40f4fa36e,709a4f19df0afc6e389d9ef899eacc0e6c3222c5d6da7e61e0f8a7ca16113cfb,trajectories/by_model/GLM-5/case_CL120_EHR_040.json,60,11,11,4,13,11,11,True,2.75,1,6,12,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,False,0,25,3,3,low
case_CL120_EHR_041__anon_c5c5a19ddc6e45a2,GLM-5,case_CL120_EHR_041__GLM-5,case_CL120_EHR_041,GLM-5,closed_success,12,False,ffd92c1575b7c66c02c534dd38991808190722bbf9cf2dd0819c0aba89d1d092,d9ab6e6b8b7410f4e932eae6f1706d4fe317d03a56d957de2efc38f82098bd08,trajectories/by_model/GLM-5/case_CL120_EHR_041.json,91,12,12,8,23,20,20,True,1.5,1,12,13,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,2.75,4,1.7853571071357126,True,False,False,0,40,4,8,high
case_CL120_EHR_042__anon_1085b4a6cf6882d8,GLM-5,case_CL120_EHR_042__GLM-5,case_CL120_EHR_042,GLM-5,closed_success,7,False,4b032fb60ab346d2ee8490a3edff874fda39552f87720d456c592ed27521371a,84e3b1984ec6c7e272daa4d31a0a16dd20197cd9dabd68cccf933bd75feca050,trajectories/by_model/GLM-5/case_CL120_EHR_042.json,57,7,7,5,14,12,12,True,1.4,1,5,0,8,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.25,4,1.7853571071357126,True,True,False,0,33,4,6,moderate
case_CL120_EHR_043__anon_4580726602bf280a,GLM-5,case_CL120_EHR_043__GLM-5,case_CL120_EHR_043,GLM-5,closed_success,16,False,d3053066c1d17b5ad3c5538b134c2b8a4dc2113f4903d4c53416001f223adf0a,6ea4f0dba88cddd723c6275eb6f8e41071c7f7d88f2da1bc3ea45cdd4b45c828,trajectories/by_model/GLM-5/case_CL120_EHR_043.json,74,16,16,7,14,13,13,True,2.2857142857142856,1,13,17,0,1,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,False,True,0,51,4,5,moderate
